,TranscriptionFlux,TranslationFlux
b0002,1.6023650566643663e-08,0.0
b0003,1.6023650566643663e-08,5.405985272145186e-07
b0004,1.6023650566643663e-08,1.2552812537989662e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.838508433988591e-13,3.101337449765313e-12
b0015,1.838508433988591e-13,6.202674899530626e-12
b0019,0.0,0.0
b0023,1.2835878757037053e-07,4.330509531956064e-06
b0025,1.668192878870542e-11,5.628072140467677e-10
b0026,4.702489649553505e-10,1.5865042539570476e-08
b0027,4.702489649553505e-10,1.537344398586682e-10
b0029,4.702489649553505e-10,2.6711060723359954e-10
b0030,0.0,0.0
b0031,3.4411450656400323e-09,1.1609576398832855e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.036768808741801e-10,0.0
b0051,2.036768808741801e-10,3.701290198253047e-12
b0052,2.036768808741801e-10,2.5204151393553605e-09
b0053,2.036768808741801e-10,6.871556601305242e-09
b0058,8.08535930778087e-14,2.7278012058534802e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.756749479056798e-10,5.926840310908644e-09
b0072,1.756749479056798e-10,5.926840310908644e-09
b0073,1.756749479056798e-10,2.5072969823190927e-09
b0074,1.756749479056798e-10,1.554579524168615e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.30338899815098e-09,2.1266082873488307e-07
b0099,6.30338899815098e-09,1.1648221815033697e-10
