,TranscriptionFlux,TranslationFlux
b0002,1.6022319353901726e-08,0.0
b0003,1.6022319353901726e-08,5.405536153734431e-07
b0004,1.6022319353901726e-08,1.2551769675507845e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.8077497077224466e-13,3.0494512642506123e-12
b0015,1.8077497077224466e-13,6.0989025285012245e-12
b0019,0.0,0.0
b0023,1.2835846831062008e-07,4.330498760917956e-06
b0025,1.7219279160033137e-11,5.809360928643481e-10
b0026,4.701654602899385e-10,1.5862225297709792e-08
b0027,4.701654602899385e-10,1.5373463937175755e-10
b0029,4.701654602899385e-10,2.6711506855261055e-10
b0030,0.0,0.0
b0031,3.4406251189740716e-09,1.1607822226769007e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,2.17913740404092e-37,0.0
b0040,2.17913740404092e-37,7.351873197203304e-36
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0713627833732263e-10,0.0
b0051,2.0713627833732263e-10,3.70128099223757e-12
b0052,2.0713627833732263e-10,2.520164635878113e-09
b0053,2.0713627833732263e-10,6.988268156256244e-09
b0058,8.085470211650254e-14,2.727838622089064e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.756830184560544e-10,5.9271125914122765e-09
b0072,1.756830184560544e-10,5.9271125914122765e-09
b0073,1.756830184560544e-10,2.5074121681599947e-09
b0074,1.756830184560544e-10,1.55465094193484e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.312241612429135e-09,2.1295949414953775e-07
b0099,6.312241612429135e-09,1.1648221815033697e-10
b0103,2.1769498215983448e-12,7.344492832524868e-11
b0104,0.0,0.0
b0109,3.75930328108784e-08,1.2682963901742629e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.672901401699603e-09,2.5886480611701574e-07
b0115,7.672901401699603e-09,2.5886480611701574e-07
b0116,4.200264746959344e-09,1.4170659343034458e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,4.0657041940417054e-38,-3.076161425229257e-36
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064317966434e-12,1.0624647310193773e-10
b0133,3.2780471330813035e-12,6.796048193164705e-11
b0134,3.2780471330813035e-12,1.1059324121636261e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.6248872636254453e-14,8.855723500199192e-13
b0155,0.0,0.0
b0156,1.334723184857717e-13,4.50302747786574e-12
b0158,1.9642368537339533e-13,0.0
b0159,1.9642368537339533e-13,6.626851639160991e-12
b0160,0.0,0.0
b0166,1.010935318055213e-10,3.410646917048079e-09
b0168,1.1102784232307769e-13,3.745806100178443e-12
b0169,1.2835846831062008e-07,4.330498760917956e-06
b0170,1.2835846831062008e-07,2.615960201798427e-07
b0171,0.0,0.0
b0172,1.888010169582333e-12,6.3696815703591e-11
b0173,4.0083120455483584e-08,1.3523058178455627e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.0172486589498675e-11,6.805700420875962e-10
b0177,2.0713627833732266e-10,6.988268156256244e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965305e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.2804234499222814e-15,4.319833538306537e-14
b0194,5.828445162894063e-10,1.9663739282796262e-08
b0197,0.0,0.0
b0198,0.0,0.0
b0199,0.0,0.0
b0200,0.0,0.0
b0201,1.3941203480342083e-06,
b0202,1.3941203480342083e-06,
b0203,1.3941203480342083e-06,
b0204,1.3941203480342083e-06,
b0205,1.3941203480342083e-06,
b0206,0.0,
b0207,0.0,0.0
b0212,0.0,0.0
b0216,0.0,
b0221,1.5836233330897077e-09,5.3427553101600365e-08
b0222,0.0,0.0
b0237,0.0,0.0
b0238,8.204503744001623e-10,2.7679976058428957e-08
b0241,0.0,0.0
b0242,2.3497894719791865e-08,2.4721577878528165e-07
b0243,2.3497894719791865e-08,7.927611267687591e-07
b0244,4.163586402501012e-07,
b0260,0.0,0.0
b0261,0.0,0.0
b0273,0.0,0.0
b0306,0.0,0.0
b0307,0.0,0.0
b0308,0.0,0.0
b0311,0.0,0.0
b0312,0.0,0.0
b0314,0.0,0.0
b0323,0.0,0.0
b0331,0.0,0.0
b0333,0.0,0.0
b0334,0.0,0.0
b0336,0.0,0.0
b0337,0.0,0.0
b0339,1.3793875002851157e-09,4.653713883804721e-08
b0340,1.3793875002851157e-09,0.0
b0341,0.0,0.0
b0343,0.0,3.863867673293974e-36
b0344,0.0,0.0
b0347,1.443206203994105e-13,0.0
b0348,1.443206203994105e-13,0.0
b0349,1.443206203994105e-13,0.0
b0350,1.443206203994105e-13,0.0
b0351,1.443206203994105e-13,4.869022480870851e-12
b0352,1.443206203994105e-13,0.0
b0353,0.0,0.0
b0355,0.0,0.0
b0356,0.0,0.0
b0365,0.0,0.0
b0366,0.0,0.0
b0367,0.0,0.0
b0368,0.0,0.0
b0369,1.441534456327688e-14,4.863382415752226e-13
b0381,6.932026377289837e-11,2.338695064891212e-09
b0383,0.0,0.0
b0386,3.396009984209028e-08,1.1457301744278783e-06
b0388,0.0,0.0
b0394,0.0,0.0
b0401,0.0,0.0
b0403,0.0,0.0
b0404,0.0,0.0
b0405,6.49105942827108e-14,2.189923670883116e-12
b0406,3.894635656962648e-13,1.3139542025298697e-11
b0408,1.8077589460355209e-09,6.098933696295486e-08
b0409,1.8077589460355209e-09,6.098933696295486e-08
b0411,0.0,0.0
b0414,1.937613346495771e-09,6.537030479230011e-08
b0415,1.937613346495771e-09,1.1009573221516739e-10
b0416,1.937613346495771e-09,8.787330799214576e-12
b0417,1.937613346495771e-09,1.1718000484232337e-09
b0418,1.937613346495771e-09,5.139260996537636e-10
b0420,2.042317814825571e-08,6.890277581920202e-07
b0421,2.042317814825571e-08,5.44884815171122e-11
b0423,2.2954186559232037e-13,7.744177517924585e-12
b0425,1.608094153434098e-12,5.425313834404486e-11
b0428,1.27579781187643e-09,4.2010685675738944e-14
b0429,1.27579781187643e-09,4.304227774160504e-08
b0430,1.27579781187643e-09,4.304227774160504e-08
b0431,1.27579781187643e-09,4.304227774160504e-08
b0432,1.27579781187643e-09,4.304227774160504e-08
b0433,0.0,0.0
b0436,1.2835846831062008e-07,4.330498760917956e-06
b0444,4.219188628376209e-10,1.4234503860740278e-08
b0446,0.0,0.0
b0451,0.0,0.0
b0452,1.5105467631205053e-09,5.096212951195489e-08
b0455,4.325598040821964e-08,
b0459,0.0,0.0
b0462,0.0,0.0
b0463,0.0,0.0
b0469,0.0,0.0
b0474,8.25863803124618e-08,2.7862611818204793e-06
b0475,7.098213595221514e-16,2.3947625414516183e-14
b0477,0.0,0.0
b0480,0.0,0.0
b0484,0.0,0.0
b0485,0.0,0.0
b0494,0.0,0.0
b0505,0.0,0.0
b0507,0.0,0.0
b0508,0.0,0.0
b0509,0.0,0.0
b0511,0.0,0.0
b0512,0.0,0.0
b0514,0.0,0.0
b0516,0.0,0.0
b0517,0.0,0.0
b0521,0.0,0.0
b0522,1.552957666386366e-08,5.352323867571551e-08
b0523,1.552957666386366e-08,5.23929689918852e-07
b0524,1.3016898115633559e-12,4.3915810076772714e-11
b0526,7.599843823962605e-11,2.564000232785347e-09
b0529,3.0807702587002075e-09,1.0393760508024317e-07
b0536,2.2874603823457055e-09,
b0572,0.0,0.0
b0573,0.0,0.0
b0574,0.0,0.0
b0575,0.0,0.0
b0576,0.0,0.0
b0578,0.0,0.0
b0583,0.0,0.0
b0584,0.0,0.0
b0585,0.0,0.0
b0586,0.0,0.0
b0588,0.0,0.0
b0589,0.0,0.0
b0590,0.0,0.0
b0591,0.0,0.0
b0592,0.0,0.0
b0593,0.0,0.0
b0594,0.0,0.0
b0595,0.0,0.0
b0596,0.0,0.0
b0604,0.0,0.0
b0612,0.0,0.0
b0613,0.0,0.0
b0615,0.0,0.0
b0616,0.0,0.0
b0617,0.0,0.0
b0621,0.0,0.0
b0622,0.0,0.0
b0627,0.0,0.0
b0628,8.574549416184398e-16,2.892841906804219e-14
b0630,2.1436378125025109e-16,7.232106313729629e-15
b0632,9.807375484504192e-37,3.0403616924200305e-35
b0635,1.0970809257317946e-13,-4.4172707683901056e-35
b0636,1.0970809257317946e-13,3.701280992237566e-12
b0638,7.508020832602034e-09,0.0
b0639,7.508020832602034e-09,2.533021415762657e-07
b0642,7.508020832602034e-09,2.7251047590093145e-08
b0650,0.0,0.0
b0651,0.0,0.0
b0652,0.0,0.0
b0653,0.0,0.0
b0654,0.0,0.0
b0655,0.0,0.0
b0657,4.556782930902265e-12,1.5373463937175755e-10
b0661,5.5556067039876736e-14,1.8743249482804527e-12
b0662,0.0,0.0
b0664,5.430106850503474e-07,
b0665,5.430106850503474e-07,
b0666,5.430106850503474e-07,
b0668,5.430106850503474e-07,
b0670,5.430106850503474e-07,
b0672,5.430106850503474e-07,
b0673,5.430106850503474e-07,
b0674,5.266125707454321e-10,1.7766611857491526e-08
b0677,0.0,0.0
b0678,0.0,0.0
b0679,0.0,-3.0145087385645745e-36
b0680,3.574612713684966e-10,1.205986338970169e-08
b0684,2.1253465223819568e-16,7.170396003342499e-15
b0688,0.0,0.0
b0692,0.0,0.0
b0693,0.0,0.0
b0696,0.0,0.0
b0697,0.0,0.0
b0698,0.0,0.0
b0709,0.0,0.0
b0720,7.868850419616637e-09,2.654756436446134e-07
b0721,7.233757541980936e-09,2.4404917326157853e-07
b0722,7.233757541980936e-09,2.4404917326157853e-07
b0723,7.233757541980936e-09,2.4404917326157853e-07
b0724,7.233757541980936e-09,2.4404917326157853e-07
b0726,1.1572626946540755e-08,7.364514223102028e-08
b0727,1.1572626946540755e-08,1.4729028446204055e-07
b0728,1.1572626946540755e-08,3.904319466580458e-07
b0729,1.1572626946540755e-08,3.904319466580458e-07
b0731,0.0,4.0135157395297326e-35
b0732,0.0,0.0
b0733,0.0,0.0
b0734,0.0,0.0
b0736,0.0,0.0
b0743,0.0,
b0744,0.0,
b0745,0.0,
b0746,1.7885751680154726e-06,
b0747,1.7885751680154726e-06,
b0748,0.0,
b0749,0.0,
b0750,3.75930328108784e-08,1.2682963901742629e-06
b0751,3.75930328108784e-08,0.0
b0752,0.0,0.0
b0754,0.0,0.0
b0755,0.0,0.0
b0756,0.0,0.0
b0757,0.0,0.0
b0758,0.0,0.0
b0759,0.0,0.0
b0763,0.0,0.0
b0764,0.0,0.0
b0765,0.0,0.0
b0766,0.0,0.0
b0767,2.237453272973274e-08,7.548616584279479e-07
b0774,2.0240081366477622e-16,6.8285052347541936e-15
b0775,3.3545941144367106e-16,7.95017057066615e-15
b0776,3.3545941144367106e-16,7.522891299459484e-15
b0777,3.3545941144367106e-16,8.450401645854446e-15
b0778,3.3545941144367106e-16,1.1317574794361196e-14
b0781,0.0,0.0
b0783,0.0,0.0
b0784,0.0,0.0
b0785,0.0,0.0
b0789,0.0,0.0
b0805,0.0,0.0
b0807,5.485404628658973e-14,1.850640496118783e-12
b0809,0.0,0.0
b0810,0.0,0.0
b0811,0.0,0.0
b0813,0.0,0.0
b0822,0.0,0.0
b0825,0.0,0.0
b0826,0.0,0.0
b0827,0.0,0.0
b0828,0.0,0.0
b0829,0.0,0.0
b0830,0.0,0.0
b0831,0.0,0.0
b0832,0.0,0.0
b0837,0.0,5.3917678457440224e-36
b0839,0.0,0.0
b0841,1.0570039466614879e-10,3.566071129974868e-09
b0842,0.0,0.0
b0849,0.0,0.0
b0854,0.0,0.0
b0855,0.0,0.0
b0856,0.0,0.0
b0857,0.0,0.0
b0859,5.485404628658973e-14,1.850640496118783e-12
b0860,0.0,0.0
b0861,0.0,0.0
b0862,0.0,0.0
b0863,0.0,0.0
b0864,0.0,0.0
b0870,0.0,0.0
b0871,0.0,0.0
b0875,0.0,0.0
b0883,0.0,
b0884,3.078011626028149e-11,1.0384453560438072e-09
b0886,0.0,0.0
b0887,0.0,0.0
b0888,7.120445465754576e-10,2.4022630273224325e-08
b0891,3.2910098945405283e-10,1.110305728796028e-08
b0893,7.967536804296921e-10,2.6880507934295204e-08
b0894,0.0,0.0
b0895,0.0,0.0
b0896,0.0,0.0
b0902,1.0626734884632681e-16,3.585198768432011e-15
b0903,0.0,0.0
b0904,0.0,0.0
b0907,2.9672770685191527e-08,3.2666780684358466e-09
b0908,2.9672770685191527e-08,1.0010862421189623e-06
b0910,5.289245984929876e-09,1.7844613982538454e-07
b0911,1.283584683106201e-07,4.330498760917956e-06
b0914,1.629182586105696e-11,5.496461015230189e-10
b0915,1.629182586105696e-11,3.402890128758696e-11
b0918,3.333706345925658e-09,1.1247104605018831e-07
b0928,1.7403312541660018e-09,5.871449261543666e-08
b0929,0.0,0.0
b0930,6.380146502463954e-10,2.1525043798850943e-08
b0931,0.0,0.0
b0932,0.0,0.0
b0933,1.017137191675661e-14,2.1564601269713277e-29
b0934,1.017137191675661e-14,2.1564601269713277e-29
b0935,1.017137191675661e-14,3.9383974767466864e-29
b0936,1.017137191675661e-14,1.0782300634856639e-29
b0937,1.017137191675661e-14,3.4315705120256434e-13
b0945,7.135656143526483e-10,2.4073947355853077e-08
b0948,2.1941618514635918e-13,7.40256198447514e-12
b0954,0.0,0.0
b0957,0.0,0.0
b0963,0.0,0.0
b0967,1.0970809257317946e-13,3.701280992237566e-12
b0968,0.0,0.0
b0969,4.82594458247427e-14,1.6281549094283194e-12
b0971,4.147376911343534e-07,
b0972,0.0,0.0
b0973,0.0,0.0
b0974,0.0,-3.0617841562115775e-35
b0978,0.0,0.0
b0979,0.0,0.0
b0980,0.0,0.0
b0996,0.0,0.0
b0997,0.0,0.0
b0998,0.0,0.0
b1002,0.0,0.0
b1006,2.521183428491824e-37,8.50585228760275e-36
b1007,2.521183428491824e-37,0.0
b1008,2.521183428491824e-37,0.0
b1009,2.521183428491824e-37,0.0
b1010,2.521183428491824e-37,0.0
b1011,2.521183428491824e-37,0.0
b1012,2.521183428491824e-37,0.0
b1014,-1.8381892537596468e-26,6.461528935703841e-42
b1015,0.0,0.0
b1032,5.955763399700159e-07,
b1033,0.0,0.0
b1054,0.0,0.0
b1059,0.0,0.0
b1062,3.1729000236004743e-11,1.070458365666052e-09
b1064,0.0,0.0
b1069,1.3338496978596195e-11,4.500080547746735e-10
b1084,1.3934268219599296e-11,4.701079099296218e-10
b1086,1.645621388597691e-13,5.551921488356345e-12
b1089,1.2835846831062008e-07,4.330498760917956e-06
b1090,0.0,0.0
b1091,2.622728966811351e-16,8.848441938022467e-15
b1092,6.666695443726805e-12,2.2491789391419267e-10
b1093,1.3139439116783165e-09,7.585143214395993e-10
b1094,1.31394364940542e-09,4.4329224402215836e-08
b1095,-2.59241931172556e-31,-8.746184622614779e-30
b1096,6.412315844790972e-10,8.259395449556201e-11
b1098,6.412315844790972e-10,2.1633575241240533e-08
b1101,9.691952424532352e-09,3.269826176465877e-07
b1102,0.0,0.0
b1106,0.0,0.0
b1107,0.0,0.0
b1109,0.0,0.0
b1114,1.1035106715997832e-12,3.7229733720866e-11
b1116,6.582019789081057e-10,2.220611457592056e-08
b1117,6.582019789081057e-10,1.110305728796028e-08
b1118,6.582019789081057e-10,1.110305728796028e-08
b1119,0.0,0.0
b1123,0.0,0.0
b1124,0.0,0.0
b1125,0.0,0.0
b1126,0.0,0.0
b1131,4.063122505483747e-09,1.370797517844752e-07
b1133,4.82594458247427e-14,1.6281549094283194e-12
b1134,5.485404628658973e-14,0.0
b1135,5.485404628658973e-14,1.850640496118783e-12
b1136,4.312239634293094e-10,1.4548435049799115e-08
b1185,0.0,0.0
b1186,0.0,0.0
b1189,0.0,0.0
b1190,0.0,0.0
b1192,0.0,0.0
b1193,0.0,0.0
b1197,0.0,0.0
b1198,0.0,0.0
b1199,0.0,0.0
b1200,0.0,0.0
b1206,9.091131501247476e-12,3.067123986414621e-10
