,TranscriptionFlux,TranslationFlux
b0002,1.6022695650183648e-08,0.0
b0003,1.6022695650183648e-08,5.405663106837257e-07
b0004,1.6022695650183648e-08,1.2552064463307047e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,1.1879840121872423e-13,4.007965629753113e-12
b0014,1.8378080926648918e-13,3.100156060148245e-12
b0015,1.8378080926648918e-13,6.20031212029649e-12
b0019,0.0,0.0
b0023,1.2836009071396958e-07,4.330553496813353e-06
b0025,1.5354806501532064e-11,5.180333748460445e-10
b0026,4.701338084026862e-10,1.5861157440946383e-08
b0027,4.701338084026862e-10,1.5373568194920608e-10
b0029,4.701338084026862e-10,2.6710174656461425e-10
b0030,0.0,0.0
b0031,3.440970733874386e-09,1.1608988246368076e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.2521373777720548e-10,0.0
b0051,2.2521373777720548e-10,3.701327775054149e-12
b0052,2.2521373777720548e-10,2.5202751493121662e-09
b0053,2.2521373777720548e-10,7.598157139315105e-09
b0058,8.085651303135059e-14,2.7278997178983927e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.755915123751878e-10,5.924025401489985e-09
b0072,1.755915123751878e-10,5.924025401489985e-09
b0073,1.755915123751878e-10,2.506106159971827e-09
b0074,1.755915123751878e-10,1.5538411880037985e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.3584843151795876e-09,2.1451960911193922e-07
