,TranscriptionFlux,TranslationFlux
b0002,1.6022829040189757e-08,0.0
b0003,1.6022829040189757e-08,5.405708109341866e-07
b0004,1.6022829040189757e-08,1.2552168960077877e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.6038991803296743e-13,2.7055805138804035e-12
b0015,1.6038991803296743e-13,5.411161027760807e-12
b0019,0.0,0.0
b0023,1.2835756438796327e-07,4.330468264792559e-06
b0025,1.8278780681780534e-11,6.166810661996071e-10
b0026,4.701412010340415e-10,1.586140685013103e-08
b0027,4.701412010340415e-10,1.5373496181788585e-10
b0029,4.701412010340415e-10,2.6712268099756565e-10
b0030,0.0,0.0
b0031,3.4400831147384177e-09,1.1605993637894583e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.127272364135392e-10,0.0
b0051,2.127272364135392e-10,3.7012549271731285e-12
b0052,2.127272364135392e-10,2.520116350538865e-09
b0053,2.127272364135392e-10,7.176893319364371e-09
b0058,8.085877483313518e-14,2.7279760255230823e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7565635543954453e-10,5.926213046867394e-09
b0072,1.7565635543954453e-10,5.926213046867394e-09
b0073,1.7565635543954453e-10,2.5070316238556886e-09
b0074,1.7565635543954453e-10,1.5544149960585898e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.3265479470880074e-09,2.1344215466527097e-07
b0099,6.3265479470880074e-09,1.1648221815033697e-10
b0103,2.1769498216925492e-12,7.344492832842691e-11
b0104,0.0,0.0
b0109,3.759306675791788e-08,1.2682975354638128e-06
b0110,0.0,0.0
b0112,0.0,2.2303643794530556e-35
b0114,1.0401255201504071e-08,3.509127473623655e-07
b0115,1.0401255201504071e-08,3.509127473623655e-07
b0116,5.420634984449865e-09,1.8287888124952389e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,5.853030330875197e-30,1.9746683587819923e-28
b0125,0.0,0.0
b0126,0.0,0.0
