,TranscriptionFlux,TranslationFlux
b0002,1.602286032630653e-08,0.0
b0003,1.602286032630653e-08,5.405718664507544e-07
b0004,1.602286032630653e-08,1.2552193469396604e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,1.1880757739051366e-13,4.008275211201747e-12
b0014,1.819311861480947e-13,3.0689551946043012e-12
b0015,1.819311861480947e-13,6.1379103892086024e-12
b0019,0.0,0.0
b0023,1.2835951392798502e-07,4.3305340374740166e-06
b0025,1.5603535306858143e-11,5.264248724811099e-10
b0026,4.701588819369764e-10,1.5862003360273752e-08
b0027,4.701588819369764e-10,1.5373542510493837e-10
b0029,4.701588819369764e-10,2.671040113423929e-10
b0030,0.0,0.0
b0031,3.4409121951467235e-09,1.1608790751110502e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.207602635167929e-10,0.0
b0051,2.207602635167929e-10,3.701311143140186e-12
b0052,2.207602635167929e-10,2.5203686843950968e-09
b0053,2.207602635167929e-10,7.447907880186941e-09
b0058,8.085625724220939e-14,2.727891088202404e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7560203149638929e-10,5.9243802907460545e-09
b0072,1.7560203149638929e-10,5.9243802907460545e-09
b0073,1.7560203149638929e-10,2.5062562927093604e-09
b0074,1.7560203149638929e-10,1.5539342736180367e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.347091951538147e-09,2.1413525880546943e-07
b0099,6.347091951538147e-09,1.1648221815033697e-10
b0103,2.1769498217298144e-12,7.344492832968415e-11
b0104,0.0,0.0
b0109,3.7593048670284296e-08,1.2682969252315792e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,1.081102554544207e-08,3.6473739009953355e-07
b0115,1.081102554544207e-08,3.6473739009953355e-07
b0116,5.5312809197622335e-09,1.866118027472415e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,0.0
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064319868295e-12,1.0624647310835413e-10
b0133,3.2780471332792702e-12,6.796048193575129e-11
b0134,3.2780471332792702e-12,1.1059324122304152e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.1862848340739115e-14,7.375986866764019e-13
b0155,0.0,0.0
b0156,1.142254741846012e-13,3.853686328078091e-12
b0158,1.964284073753918e-13,0.0
b0159,1.964284073753918e-13,6.627010947884942e-12
b0160,0.0,0.0
b0166,1.0110196676811881e-10,3.4109314919230962e-09
b0168,1.1123464617621777e-13,3.752783153126823e-12
b0169,1.2835951392798502e-07,4.3305340374740166e-06
b0170,1.2835951392798502e-07,2.6159822621425977e-07
b0171,0.0,0.0
b0172,1.8878890922754593e-12,6.369273085329407e-11
b0173,4.0081461217420174e-08,1.352249839237589e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.0172540791267186e-11,6.805718707218458e-10
b0177,2.207602635167929e-10,7.447907880186941e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965327e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.2797712888240337e-15,4.3176333072933033e-14
b0194,5.826011607322478e-10,1.965552906532789e-08
b0197,0.0,0.0
b0198,0.0,0.0
b0199,0.0,0.0
b0200,0.0,0.0
b0201,1.3938243603866392e-06,
b0202,1.3938243603866392e-06,
b0203,1.3938243603866392e-06,
b0204,1.3938243603866392e-06,
b0205,1.3938243603866392e-06,
b0206,0.0,
b0207,0.0,0.0
b0212,0.0,0.0
b0216,0.0,
b0221,1.5836235375680741e-09,5.342756000019712e-08
b0222,0.0,0.0
b0237,0.0,0.0
b0238,8.195995331497103e-10,2.7651270769020985e-08
b0241,0.0,0.0
b0242,2.3488083624205014e-08,2.471125585749112e-07
b0243,2.3488083624205014e-08,7.92430124554092e-07
b0244,4.1631003838741707e-07,
b0260,0.0,0.0
b0261,0.0,0.0
b0273,0.0,0.0
b0306,0.0,0.0
b0307,0.0,0.0
b0308,0.0,0.0
b0311,0.0,0.0
