,TranscriptionFlux,TranslationFlux
b0002,1.6023715168360795e-08,0.0
b0003,1.6023715168360795e-08,5.406007067174349e-07
b0004,1.6023715168360795e-08,1.2552863146509953e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.8408670584303566e-13,3.1053161589058035e-12
b0015,1.8408670584303566e-13,6.210632317811607e-12
b0019,0.0,0.0
b0023,1.283589947321887e-07,4.330516521085872e-06
b0025,1.6681991355480186e-11,5.628093248957374e-10
b0026,4.702504444784927e-10,1.5865092455039383e-08
b0027,4.702504444784927e-10,1.5373443984079335e-10
b0029,4.702504444784927e-10,2.671105920684339e-10
b0030,0.0,0.0
b0031,3.441143319834219e-09,1.1609570508913777e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0367657093842336e-10,0.0
b0051,2.0367657093842336e-10,3.701296171868268e-12
b0052,2.0367657093842336e-10,2.520345180254142e-09
b0053,2.0367657093842336e-10,6.871546144835729e-09
b0058,8.085391236123301e-14,2.7278119776902864e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.756718007604385e-10,5.926734133975035e-09
b0072,1.756718007604385e-10,5.926734133975035e-09
b0073,1.756718007604385e-10,2.507252065113421e-09
b0074,1.756718007604385e-10,1.554551674508717e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.303388205105274e-09,2.1266080197947308e-07
b0099,6.303388205105274e-09,1.1648221815033697e-10
b0103,2.176949821555415e-12,7.344492832380034e-11
b0104,0.0,0.0
b0109,3.759301551410166e-08,1.2682958066235922e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.532015622729746e-09,2.541116667309683e-07
b0115,7.532015622729746e-09,2.541116667309683e-07
b0116,4.11807515411555e-09,1.3893371888100757e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,0.0
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064317345407e-12,1.0624647309984252e-10
b0133,3.2780471330166598e-12,6.796048193030685e-11
b0134,3.2780471330166598e-12,1.1059324121418169e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.2588149757074702e-14,7.620685711029787e-13
b0155,0.0,0.0
