,TranscriptionFlux,TranslationFlux
b0002,1.6023907573368568e-08,0.0
b0003,1.6023907573368568e-08,5.406071979887838e-07
b0004,1.6023907573368568e-08,1.2553013875208377e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.8385160784670843e-13,3.1013503450596704e-12
b0015,1.8385160784670843e-13,6.202700690119341e-12
b0019,0.0,0.0
b0023,1.2835916955742158e-07,4.330522419258889e-06
b0025,1.6682229097693438e-11,5.628173457327999e-10
b0026,4.702549804917173e-10,1.586524548895999e-08
b0027,4.702549804917173e-10,1.5373443986799107e-10
b0029,4.702549804917173e-10,2.671104750430965e-10
b0030,0.0,0.0
b0031,3.441192622509532e-09,1.1609736844004219e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0367704252527683e-10,0.0
b0051,2.0367704252527683e-10,3.701301213041787e-12
b0052,2.0367704252527683e-10,2.5203145354335704e-09
b0053,2.0367704252527683e-10,6.871562055015333e-09
b0058,8.085333012632114e-14,2.7277923345175564e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7567383748019288e-10,5.9268028478860745e-09
b0072,1.7567383748019288e-10,5.9268028478860745e-09
b0073,1.7567383748019288e-10,2.50728113392121e-09
b0074,1.7567383748019288e-10,1.55456969781178e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.303389411787291e-09,2.1266084268995403e-07
b0099,6.303389411787291e-09,1.1648221815033697e-10
b0103,2.1769498215554202e-12,7.344492832380052e-11
b0104,0.0,0.0
b0109,3.759301435742411e-08,1.2682957676001391e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.532022790101306e-09,2.54111908540442e-07
b0115,7.532022790101306e-09,2.54111908540442e-07
b0116,4.118080262112289e-09,1.38933891212244e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,0.0
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064317345483e-12,1.0624647309984278e-10
b0133,3.278047133016668e-12,6.796048193030702e-11
b0134,3.278047133016668e-12,1.1059324121418196e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.2588226939846695e-14,7.62071175059717e-13
b0155,0.0,0.0
b0156,1.298496028495288e-13,4.380805969769029e-12
b0158,1.9638924805103897e-13,0.0
b0159,1.9638924805103897e-13,6.6256898086736355e-12
b0160,0.0,0.0
b0166,1.0111020637328966e-10,3.4112094759194184e-09
b0168,1.1122041089665859e-13,3.752302889835249e-12
b0169,1.2835916955742158e-07,4.330522419258889e-06
b0170,1.2835916955742158e-07,2.6159737678798715e-07
b0171,0.0,0.0
b0172,1.8881523714970916e-12,6.370161324615883e-11
b0173,4.0082431156313144e-08,1.3522825625882915e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.0172472827248036e-11,6.805695777831361e-10
b0177,2.0367704252527683e-10,6.871562055015333e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965327e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.2803275044150183e-15,4.3195098417824294e-14
b0194,5.827293907290208e-10,1.9659855229775368e-08
b0197,0.0,0.0
b0198,0.0,0.0
b0199,0.0,0.0
b0200,0.0,0.0
b0201,1.3939715609744825e-06,
b0202,1.3939715609744825e-06,
b0203,1.3939715609744825e-06,
b0204,1.3939715609744825e-06,
b0205,1.3939715609744825e-06,
b0206,0.0,
b0207,0.0,0.0
b0212,0.0,0.0
b0216,0.0,
b0221,1.5836232808644229e-09,5.342755133964781e-08
b0222,0.0,0.0
b0237,0.0,0.0
b0238,8.198624522565135e-10,2.766014101249785e-08
b0241,0.0,0.0
b0242,2.3493253330498686e-08,2.471669478290432e-07
b0243,2.3493253330498686e-08,7.926045377189863e-07
b0244,4.162808035870055e-07,
b0260,0.0,0.0
b0261,0.0,0.0
b0273,0.0,0.0
b0306,0.0,0.0
b0307,0.0,0.0
b0308,0.0,0.0
b0311,0.0,0.0
b0312,0.0,0.0
b0314,0.0,0.0
b0323,0.0,0.0
b0331,0.0,0.0
b0333,0.0,0.0
b0334,0.0,0.0
b0336,0.0,0.0
b0337,0.0,0.0
b0339,1.3786584017048533e-09,4.6512540846656626e-08
b0340,1.3786584017048533e-09,0.0
b0341,0.0,0.0
b0343,0.0,0.0
b0344,0.0,0.0
b0347,1.4431873453814225e-13,0.0
b0348,1.4431873453814225e-13,0.0
b0349,1.4431873453814225e-13,0.0
b0350,1.4431873453814225e-13,0.0
b0351,1.4431873453814225e-13,4.868958856553788e-12
b0352,1.4431873453814225e-13,0.0
b0353,0.0,0.0
b0355,0.0,0.0
b0356,0.0,0.0
b0365,0.0,0.0
b0366,0.0,0.0
b0367,0.0,0.0
b0368,0.0,0.0
b0369,1.2404992737160344e-14,4.1851391952940946e-13
b0381,6.932026377289837e-11,2.338695064891212e-09
b0383,0.0,0.0
b0386,3.3953391920138894e-08,1.1455038656530764e-06
b0388,0.0,0.0
b0394,0.0,0.0
b0401,0.0,0.0
b0403,0.0,0.0
b0404,0.0,0.0
b0405,6.490974608530617e-14,2.1898950547905585e-12
b0406,3.89458476511837e-13,1.313937032874335e-11
b0408,1.7953720821747008e-09,6.057143466708818e-08
b0409,1.7953720821747008e-09,6.057143466708818e-08
b0411,0.0,0.0
b0414,1.932731487030522e-09,6.520560287084935e-08
b0415,1.932731487030522e-09,1.0981834359510542e-10
b0416,1.932731487030522e-09,8.787158998843911e-12
b0417,1.932731487030522e-09,1.1712257272880475e-09
b0418,1.932731487030522e-09,5.139254327240918e-10
b0420,2.0422815663930236e-08,6.890155288631495e-07
b0421,2.0422815663930236e-08,5.44861520342112e-11
b0423,2.295274022618606e-13,7.743689560756982e-12
b0425,1.6080941534023898e-12,5.4253138342975114e-11
b0428,1.2405154121427977e-09,4.0848873207260624e-14
b0429,1.2405154121427977e-09,4.1851936423734514e-08
b0430,1.2405154121427977e-09,4.1851936423734514e-08
b0431,1.2405154121427977e-09,4.1851936423734514e-08
b0432,1.2405154121427977e-09,4.1851936423734514e-08
b0433,0.0,0.0
b0436,1.2835916955742158e-07,4.330522419258889e-06
b0444,4.219133495544908e-10,1.4234317856138653e-08
b0446,0.0,0.0
b0451,0.0,0.0
b0452,1.5105466890994636e-09,5.0962127014667144e-08
b0455,4.3132050977828924e-08,
b0459,0.0,0.0
b0462,0.0,0.0
b0463,0.0,0.0
b0469,0.0,0.0
b0474,8.258349048521123e-08,2.786163686162479e-06
b0475,6.901911322925749e-16,2.3285349868437658e-14
b0477,0.0,0.0
b0480,0.0,0.0
b0484,0.0,0.0
b0485,0.0,0.0
b0494,0.0,0.0
b0505,0.0,0.0
b0507,0.0,0.0
b0508,0.0,0.0
b0509,0.0,0.0
b0511,0.0,0.0
b0512,0.0,0.0
b0514,0.0,0.0
b0516,0.0,0.0
b0517,0.0,0.0
b0521,0.0,0.0
b0522,1.5518713578163556e-08,5.3485798664228634e-08
b0523,1.5518713578163556e-08,5.235631961472826e-07
b0524,1.3016898115633559e-12,4.3915810076772714e-11
b0526,7.600319892960206e-11,2.5641608467464937e-09
b0529,3.079333029697564e-09,1.0388911651149491e-07
b0536,2.2905159767351987e-09,
b0572,0.0,0.0
b0573,0.0,0.0
b0574,0.0,0.0
b0575,0.0,0.0
b0576,0.0,0.0
b0578,0.0,0.0
b0583,0.0,0.0
b0584,0.0,0.0
b0585,0.0,0.0
b0586,0.0,0.0
b0588,0.0,0.0
b0589,0.0,0.0
b0590,0.0,0.0
b0591,0.0,0.0
b0592,0.0,0.0
b0593,0.0,0.0
b0594,0.0,0.0
b0595,0.0,0.0
b0596,0.0,0.0
b0604,0.0,0.0
b0612,0.0,0.0
b0613,0.0,0.0
b0615,0.0,0.0
b0616,0.0,0.0
b0617,0.0,0.0
b0621,0.0,0.0
b0622,0.0,0.0
b0627,0.0,0.0
b0628,8.37382242195319e-16,2.8251215599317795e-14
b0630,2.093456053212416e-16,7.062805410340415e-15
b0632,0.0,0.0
b0635,1.0970869192942005e-13,0.0
b0636,1.0970869192942005e-13,3.7013012130417826e-12
b0638,7.508017147107437e-09,0.0
b0639,7.508017147107437e-09,2.5330201723675003e-07
b0642,7.508017147107437e-09,2.7249623484267064e-08
b0650,0.0,0.0
b0651,0.0,0.0
b0652,0.0,0.0
b0653,0.0,0.0
b0654,0.0,0.0
b0655,0.0,0.0
b0657,4.556777017496142e-12,1.5373443986799107e-10
b0661,5.554827787257806e-14,1.874062160949165e-12
b0662,0.0,0.0
b0664,5.430175247883334e-07,
b0665,5.430175247883334e-07,
b0666,5.430175247883334e-07,
b0668,5.430175247883334e-07,
b0670,5.430175247883334e-07,
