,TranscriptionFlux,TranslationFlux
b0002,1.6024325545592585e-08,0.0
b0003,1.6024325545592585e-08,5.406212993427656e-07
b0004,1.6024325545592585e-08,1.255334131164069e-09
b0007,-5.645637697488787e-37,-1.9046991893361577e-35
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.9482523474098253e-13,3.286461924739132e-12
b0015,1.9482523474098253e-13,6.572923849478264e-12
b0019,0.0,1.3482423012523688e-35
b0023,1.2835947457872813e-07,4.33053270992695e-06
b0025,1.6254493872987233e-11,5.483866121398381e-10
b0026,4.703183760527022e-10,1.586738429913673e-08
b0027,4.703183760527022e-10,1.5373422868650193e-10
b0029,4.703183760527022e-10,2.671055769007801e-10
b0030,0.0,0.0
b0031,3.441704584645132e-09,1.1611464078228054e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0001532433852502e-10,0.0
b0051,2.0001532433852502e-10,3.7013100084845734e-12
b0052,2.0001532433852502e-10,2.5204941880007803e-09
b0053,2.0001532433852502e-10,6.748024696870904e-09
b0058,8.085081414494083e-14,2.7277074514989806e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7565290069843763e-10,5.92609649240644e-09
b0072,1.7565290069843763e-10,5.92609649240644e-09
b0073,1.7565290069843763e-10,2.506982316529543e-09
b0074,1.7565290069843763e-10,1.5543844244270047e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.294019858068058e-09,2.1234473701102597e-07
b0099,6.294019858068058e-09,1.1648221815033697e-10
b0103,2.1769498214725374e-12,7.344492832100425e-11
b0104,0.0,0.0
b0109,3.7593000501965004e-08,1.2682953001510547e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,6.970243206216583e-09,2.3515884822474394e-07
b0115,6.970243206216583e-09,2.3515884822474394e-07
b0116,3.790373688257318e-09,1.2787787807418284e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,0.0
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064316146487e-12,1.0624647309579767e-10
b0133,3.2780471328918634e-12,6.796048192771957e-11
b0134,3.2780471328918634e-12,1.1059324120997135e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.2173932987700384e-14,7.480939169166564e-13
b0155,0.0,0.0
b0156,1.2393907770772115e-13,4.1813994004959146e-12
b0158,1.9641442988263465e-13,-5.345932023684667e-37
b0159,1.9641442988263465e-13,6.626539381685514e-12
b0160,0.0,0.0
b0166,1.0112524900613945e-10,3.4117169773236837e-09
b0168,1.1141005691338442e-13,3.758701079617763e-12
b0169,1.2835947457872813e-07,4.33053270992695e-06
b0170,1.2835947457872813e-07,2.615979935980348e-07
b0171,0.0,0.0
b0172,1.8881656337735917e-12,6.370206068272228e-11
b0173,4.008169614413453e-08,1.3522577650866493e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.0172458259439946e-11,6.805690863011504e-10
b0177,2.0001532433852502e-10,6.748024696870904e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
