,TranscriptionFlux,TranslationFlux
b0002,1.602369313677191e-08,0.0
b0003,1.602369313677191e-08,5.405999634258575e-07
b0004,1.602369313677191e-08,1.255284588712177e-09
b0007,-1.0778332483732555e-36,-3.6363440667283e-35
b0008,0.0,0.0
b0009,4.056117026367302e-39,1.3684340322342882e-37
b0014,1.8385161240304346e-13,3.101350421919435e-12
b0015,1.8385161240304346e-13,6.20270084383887e-12
b0019,0.0,0.0
b0023,1.283589350830374e-07,4.330514508670336e-06
b0025,1.6682015138644425e-11,5.628101272811556e-10
b0026,4.702500963814778e-10,1.586508071110296e-08
b0027,4.702500963814778e-10,1.5373443987120904e-10
b0029,4.702500963814778e-10,2.6711062801211995e-10
b0030,0.0,0.0
b0031,3.4411310047122817e-09,1.1609528960723781e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,5.7584159648801805e-37
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0367709832218724e-10,0.0
b0051,2.0367709832218724e-10,3.70129445185499e-12
b0052,2.0367709832218724e-10,2.520363357041168e-09
b0053,2.0367709832218724e-10,6.871563937465744e-09
b0058,8.085392155155469e-14,2.7278122877491175e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,-6.735256096746756e-37,0.0
b0067,-6.735256096746756e-37,1.3467389579328556e-35
b0068,-6.735256096746756e-37,0.0
b0070,0.0,0.0
b0071,1.7567276552420574e-10,5.926766682729734e-09
b0072,1.7567276552420574e-10,5.926766682729734e-09
b0073,1.7567276552420574e-10,2.50726583457407e-09
b0074,1.7567276552420574e-10,1.5545602118785362e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.303389554541964e-09,2.1266084750614528e-07
b0099,6.303389554541964e-09,1.1648221815033697e-10
b0103,2.1769498215554194e-12,7.344492832380049e-11
b0104,0.0,0.0
b0109,3.759301589749583e-08,1.268295819558368e-06
b0110,0.0,0.0
b0112,-1.1545709474034425e-37,2.075005516362066e-35
b0114,7.53201119983315e-09,2.5411151751332435e-07
b0115,7.53201119983315e-09,2.5411151751332435e-07
b0116,4.118073293543261e-09,1.3893365610987843e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,5.910184641034622e-50,-3.4505138125417814e-48
b0124,-2.0825341422411685e-32,-7.0257424582344325e-31
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.149206431734547e-12,1.0624647309984275e-10
b0133,3.2780471330166667e-12,6.7960481930307e-11
b0134,3.2780471330166667e-12,1.1059324121418192e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,-5.293099601087607e-38
b0154,2.2588171823928142e-14,7.620693155842952e-13
b0155,0.0,0.0
b0156,1.2984940440806477e-13,4.380799274842504e-12
b0158,1.963891126255508e-13,8.701860450106615e-61
b0159,1.963891126255508e-13,6.625685239751022e-12
b0160,0.0,0.0
b0166,1.0110839589974758e-10,3.411148394998667e-09
b0168,1.1121029455761861e-13,3.751961589457843e-12
b0169,1.283589350830374e-07,4.330514508670336e-06
b0170,1.283589350830374e-07,2.615968690085258e-07
b0171,0.0,0.0
b0172,1.8882033169138974e-12,6.370333201911753e-11
b0173,4.0082454110749327e-08,1.352283337014465e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.0172472827470018e-11,6.805695777906251e-10
b0177,2.0367709832218724e-10,6.871563937465744e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965554e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.2805410359746376e-15,4.320230244702874e-14
b0194,5.827121541954457e-10,1.9659273711561008e-08
b0197,0.0,-7.397462094619244e-52
b0198,0.0,0.0
b0199,0.0,0.0
b0200,0.0,0.0
b0201,1.393931892491495e-06,
b0202,1.393931892491495e-06,
b0203,1.393931892491495e-06,
b0204,1.393931892491495e-06,
b0205,1.393931892491495e-06,
b0206,0.0,
b0207,0.0,0.0
b0212,0.0,0.0
b0216,0.0,
b0221,1.583623280865221e-09,5.342755133967474e-08
b0222,0.0,0.0
b0237,0.0,0.0
b0238,8.198558415173842e-10,2.765991798243225e-08
b0241,0.0,0.0
b0242,2.3492558424327374e-08,2.471596368859833e-07
b0243,2.3492558424327374e-08,7.925810932953077e-07
b0244,4.1628339720472813e-07,
b0260,0.0,0.0
b0261,0.0,0.0
b0273,0.0,0.0
b0306,0.0,0.0
b0307,0.0,0.0
b0308,0.0,0.0
b0311,0.0,0.0
b0312,0.0,0.0
b0314,0.0,0.0
b0323,0.0,0.0
b0331,0.0,0.0
b0333,0.0,0.0
b0334,0.0,0.0
b0336,0.0,0.0
b0337,0.0,0.0
b0339,1.3786586449777018e-09,4.651254905408371e-08
b0340,1.3786586449777018e-09,0.0
b0341,0.0,0.0
b0343,0.0,0.0
b0344,0.0,0.0
b0347,1.4431962695893936e-13,0.0
b0348,1.4431962695893936e-13,0.0
b0349,1.4431962695893936e-13,0.0
b0350,1.4431962695893936e-13,0.0
b0351,1.4431962695893936e-13,4.8689889646347504e-12
b0352,1.4431962695893936e-13,0.0
b0353,0.0,0.0
b0355,0.0,0.0
b0356,0.0,0.0
b0365,0.0,0.0
b0366,0.0,0.0
b0367,0.0,0.0
b0368,0.0,0.0
b0369,1.2404962468623942e-14,4.185128983434986e-13
b0381,6.932026377289837e-11,2.338695064891212e-09
b0383,0.0,0.0
b0386,3.3952387613870604e-08,1.1454699828317273e-06
b0388,0.0,0.0
b0394,0.0,0.0
b0401,0.0,0.0
b0403,0.0,0.0
b0404,0.0,0.0
b0405,6.491014746637099e-14,2.1899085963996684e-12
b0406,3.894608847982259e-13,1.3139451578398011e-11
b0408,1.7953722094356797e-09,6.057143896056034e-08
b0409,1.7953722094356797e-09,6.057143896056034e-08
b0411,0.0,0.0
b0414,1.932730223408706e-09,6.520556023935975e-08
b0415,1.932730223408706e-09,1.0981827179576045e-10
b0416,1.932730223408706e-09,8.787132592096304e-12
b0417,1.932730223408706e-09,1.1712258475015297e-09
b0418,1.932730223408706e-09,5.139254327348493e-10
b0420,2.042282866225339e-08,6.890159673945767e-07
b0421,2.042282866225339e-08,5.448615201743133e-11
b0423,2.295284483419986e-13,7.743724852925866e-12
b0425,1.6080941534023894e-12,5.4253138342975095e-11
b0428,1.2405151579945456e-09,4.084886483842488e-14
b0429,1.2405151579945456e-09,4.1851927849398085e-08
b0430,1.2405151579945456e-09,4.1851927849398085e-08
b0431,1.2405151579945456e-09,4.1851927849398085e-08
b0432,1.2405151579945456e-09,4.1851927849398085e-08
b0433,0.0,0.0
b0436,1.283589350830374e-07,4.330514508670336e-06
b0444,4.219159585314121e-10,1.4234405876597868e-08
b0446,5.55924336245867e-44,-1.1037363677643905e-42
b0451,0.0,0.0
b0452,1.5105466890989076e-09,5.0962127014648383e-08
b0455,4.3132050477541983e-08,
b0459,0.0,0.0
b0462,0.0,0.0
b0463,0.0,0.0
b0469,0.0,0.0
b0474,8.258347847233901e-08,2.7861632808777407e-06
b0475,6.901909908909703e-16,2.3285345097895584e-14
b0477,0.0,0.0
b0480,0.0,0.0
b0484,0.0,0.0
b0485,0.0,0.0
b0494,-6.43604710323417e-30,-2.1713638665676698e-28
b0505,0.0,0.0
b0507,0.0,0.0
b0508,0.0,0.0
b0509,0.0,0.0
b0511,0.0,0.0
b0512,0.0,0.0
b0514,0.0,0.0
b0516,0.0,0.0
b0517,0.0,0.0
b0521,0.0,0.0
b0522,1.5518717280263106e-08,5.348581142364649e-08
b0523,1.5518717280263106e-08,5.235633210470084e-07
b0524,1.3016898115633559e-12,4.3915810076772714e-11
