,TranscriptionFlux,TranslationFlux
b0002,1.602577422382363e-08,0.0
b0003,1.602577422382363e-08,5.406701741802974e-07
b0004,1.602577422382363e-08,1.2554476195741323e-09
b0007,3.5472985875685163e-37,-2.535072056252597e-35
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.8402078745298317e-13,3.104204196796092e-12
b0015,1.8402078745298317e-13,6.208408393592184e-12
b0019,0.0,0.0
b0023,1.2836195448042368e-07,4.330616375705772e-06
b0025,1.668613796478408e-11,5.62949221286594e-10
b0026,4.702580289540978e-10,1.5865348336576792e-08
b0027,4.702580289540978e-10,1.5373444437617742e-10
b0029,4.702580289540978e-10,2.67108992169988e-10
b0030,0.0,0.0
b0031,3.4406064370296474e-09,1.1607759198487163e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0375521087236863e-10,0.0
b0051,2.0375521087236863e-10,3.701381517697242e-12
b0052,2.0375521087236863e-10,5.267725001656494e-09
b0053,2.0375521087236863e-10,6.874199262631467e-09
b0058,8.084633066738034e-14,2.7275561900023623e-12
b0061,-1.2579042777567199e-35,0.0
b0062,-1.2579042777567199e-35,0.0
b0063,-1.2579042777567199e-35,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7563497455092207e-10,5.925491708315247e-09
b0072,1.7563497455092207e-10,5.925491708315247e-09
b0073,1.7563497455092207e-10,2.5067264680087023e-09
b0074,1.7563497455092207e-10,1.5542257926914776e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.303589422965019e-09,2.1266759057475445e-07
b0099,6.303589422965019e-09,1.1648221815033697e-10
b0103,2.1769498215561537e-12,7.344492832382527e-11
b0104,0.0,0.0
