,TranscriptionFlux,TranslationFlux
b0002,1.60236758211135e-08,0.0
b0003,1.60236758211135e-08,5.405993792381661e-07
b0004,1.60236758211135e-08,1.255283232215959e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.8385212673972863e-13,3.1013590981462825e-12
b0015,1.8385212673972863e-13,6.202718196292565e-12
b0019,0.0,0.0
b0023,1.2835895547337462e-07,4.330515196590122e-06
b0025,1.6682021988703677e-11,5.628103583852931e-10
b0026,4.702491471883432e-10,1.586504868766308e-08
b0027,4.702491471883432e-10,1.5373443988438652e-10
b0029,4.702491471883432e-10,2.6711062398673876e-10
b0030,0.0,0.0
b0031,3.4411255010874066e-09,1.1609510392848194e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0367732680896662e-10,0.0
b0051,2.0367732680896662e-10,3.701295039820618e-12
b0052,2.0367732680896662e-10,2.5266600063115263e-09
b0053,2.0367732680896662e-10,6.871571646047251e-09
b0058,8.085396402266376e-14,2.727813720619793e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7567288652593847e-10,5.926770765030346e-09
b0072,1.7567288652593847e-10,5.926770765030346e-09
b0073,1.7567288652593847e-10,2.5072675615549685e-09
b0074,1.7567288652593847e-10,1.5545612826448484e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.3033901391653515e-09,2.126608672298993e-07
b0099,6.3033901391653515e-09,1.1648221815033697e-10
b0103,2.1769498215554214e-12,7.344492832380056e-11
b0104,0.0,0.0
b0109,3.7593015716253806e-08,1.2682958134437084e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.532014069790603e-09,2.541116143386243e-07
b0115,7.532014069790603e-09,2.541116143386243e-07
b0116,4.118074753318727e-09,1.3893370535910934e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,0.0
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064317345504e-12,1.0624647309984285e-10
b0133,3.27804713301667e-12,6.796048193030707e-11
b0134,3.27804713301667e-12,1.1059324121418204e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.2588200546359194e-14,7.620702846084175e-13
b0155,0.0,0.0
b0156,1.298494643537159e-13,4.380801297261215e-12
b0158,1.963891338098268e-13,0.0
b0159,1.963891338098268e-13,6.6256859544563466e-12
b0160,0.0,0.0
b0166,1.0110823419050664e-10,3.4111429393269324e-09
b0168,1.1122035682772968e-13,3.752301065682681e-12
b0169,1.2835895547337462e-07,4.330515196590122e-06
b0170,1.2835895547337462e-07,2.615969159530581e-07
b0171,0.0,0.0
b0172,1.888193819402921e-12,6.370301159647572e-11
b0173,4.008245350670313e-08,1.3522833166354333e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.0172472828379034e-11,6.805695778212931e-10
b0177,2.0367732680896662e-10,6.871571646047251e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965327e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.2805444267499614e-15,4.320241684344163e-14
b0194,5.827114174689994e-10,1.9659248856224198e-08
b0197,0.0,0.0
b0198,0.0,0.0
b0199,0.0,0.0
b0200,0.0,0.0
b0201,1.3939252759372843e-06,
b0202,1.3939252759372843e-06,
b0203,1.3939252759372843e-06,
b0204,1.3939252759372843e-06,
b0205,1.3939252759372843e-06,
b0206,0.0,
b0207,0.0,0.0
b0212,0.0,0.0
b0216,0.0,
b0221,1.583623280868648e-09,5.342755133979036e-08
b0222,0.0,0.0
b0237,0.0,0.0
b0238,8.198677104578009e-10,2.7660318411266e-08
b0241,0.0,0.0
b0242,2.3492528722545877e-08,2.471593244005827e-07
b0243,2.3492528722545877e-08,7.925800912303122e-07
b0244,4.1628637958033083e-07,
b0260,0.0,0.0
b0261,0.0,0.0
b0273,0.0,0.0
b0306,0.0,0.0
b0307,0.0,0.0
b0308,0.0,0.0
b0311,0.0,0.0
b0312,0.0,0.0
b0314,0.0,0.0
b0323,0.0,0.0
b0331,0.0,0.0
b0333,0.0,0.0
b0334,0.0,0.0
b0336,0.0,0.0
b0337,0.0,0.0
b0339,1.378673198089879e-09,4.651304004026545e-08
b0340,1.378673198089879e-09,0.0
b0341,0.0,0.0
b0343,0.0,0.0
b0344,0.0,0.0
b0347,1.4431890104836954e-13,0.0
b0348,1.4431890104836954e-13,0.0
b0349,1.4431890104836954e-13,0.0
b0350,1.4431890104836954e-13,0.0
b0351,1.4431890104836954e-13,4.8689644741989855e-12
b0352,1.4431890104836954e-13,0.0
b0353,0.0,0.0
b0355,0.0,0.0
b0356,0.0,0.0
b0365,0.0,0.0
b0366,0.0,0.0
b0367,0.0,0.0
b0368,0.0,0.0
b0369,1.2404978242396251e-14,4.1851343051174843e-13
b0381,6.932026377289837e-11,2.338695064891212e-09
b0383,0.0,0.0
b0386,3.3952344687664786e-08,1.1454685346072077e-06
b0388,0.0,0.0
b0394,0.0,0.0
b0401,0.0,0.0
b0403,0.0,0.0
b0404,0.0,0.0
b0405,6.490982097604443e-14,2.1898975814197205e-12
b0406,3.894589258562666e-13,1.3139385488518323e-11
b0408,1.7953728903381308e-09,6.057146193253297e-08
b0409,1.7953728903381308e-09,6.057146193253297e-08
b0411,0.0,0.0
b0414,1.9327302820689584e-09,6.520556221841226e-08
b0415,1.9327302820689584e-09,1.0981827512885237e-10
b0416,1.9327302820689584e-09,8.7871336988923e-12
b0417,1.9327302820689584e-09,1.1712341433089439e-09
b0418,1.9327302820689584e-09,5.139254327789008e-10
b0420,2.042300391758615e-08,6.890218800781055e-07
b0421,2.042300391758615e-08,5.4486152084667564e-11
b0423,2.295284975353916e-13,7.743726512589855e-12
b0425,1.6080941534023908e-12,5.4253138342975147e-11
b0428,1.2405161763560108e-09,4.0848898372001295e-14
b0429,1.2405161763560108e-09,4.1851962206407177e-08
b0430,1.2405161763560108e-09,4.1851962206407177e-08
b0431,1.2405161763560108e-09,4.1851962206407177e-08
b0432,1.2405161763560108e-09,4.1851962206407177e-08
b0433,0.0,0.0
b0436,1.2835895547337462e-07,4.330515196590122e-06
b0444,4.219138363442895e-10,1.4234334279228205e-08
b0446,0.0,0.0
b0451,0.0,0.0
b0452,1.5105466891029022e-09,5.096212701478315e-08
b0455,4.313205391687506e-08,
b0459,0.0,0.0
b0462,0.0,0.0
b0463,0.0,0.0
b0469,0.0,0.0
b0474,8.25835408915699e-08,2.7861653867489437e-06
b0475,6.901915574813132e-16,2.3285364213259066e-14
b0477,0.0,0.0
b0480,0.0,0.0
b0484,0.0,0.0
b0485,0.0,0.0
b0494,0.0,0.0
b0505,0.0,0.0
b0507,0.0,0.0
b0508,0.0,0.0
b0509,0.0,0.0
b0511,0.0,0.0
b0512,0.0,0.0
b0514,0.0,0.0
b0516,0.0,0.0
b0517,0.0,0.0
b0521,0.0,0.0
b0522,1.551893411362765e-08,5.348655874755458e-08
b0523,1.551893411362765e-08,5.235706364709836e-07
b0524,1.3016898115633559e-12,4.3915810076772714e-11
b0526,7.60089790738623e-11,2.5643558545857615e-09
b0529,3.0793707649850655e-09,1.0389038960720818e-07
b0536,2.30136573411223e-09,
b0572,0.0,0.0
b0573,0.0,0.0
b0574,0.0,0.0
b0575,0.0,0.0
b0576,0.0,0.0
b0578,0.0,0.0
b0583,0.0,0.0
b0584,0.0,0.0
b0585,0.0,0.0
b0586,0.0,0.0
b0588,0.0,0.0
b0589,0.0,0.0
b0590,0.0,0.0
b0591,0.0,0.0
b0592,0.0,0.0
b0593,0.0,0.0
b0594,0.0,0.0
b0595,0.0,0.0
b0596,0.0,0.0
b0604,0.0,0.0
b0612,0.0,0.0
b0613,0.0,0.0
b0615,0.0,0.0
b0616,0.0,0.0
b0617,0.0,0.0
b0621,0.0,0.0
b0622,0.0,0.0
b0627,0.0,0.0
b0628,8.373806393488503e-16,2.8251161523223417e-14
b0630,2.0934520460953872e-16,7.0627918913139285e-15
b0632,0.0,0.0
b0635,1.0970850895160216e-13,0.0
b0636,1.0970850895160216e-13,3.701295039820614e-12
b0638,7.508017418490748e-09,0.0
b0639,7.508017418490748e-09,2.533020263925549e-07
b0642,7.508017418490748e-09,2.724947597712682e-08
b0650,0.0,0.0
b0651,0.0,0.0
b0652,0.0,0.0
b0653,0.0,0.0
b0654,0.0,0.0
b0655,0.0,0.0
b0657,4.556777017982112e-12,1.5373443988438652e-10
b0661,5.554999615358619e-14,1.874120131520757e-12
b0662,0.0,0.0
b0664,5.430075037735906e-07,
b0665,5.430075037735906e-07,
b0666,5.430075037735906e-07,
b0668,5.430075037735906e-07,
b0670,5.430075037735906e-07,
b0672,5.430075037735906e-07,
b0673,5.430075037735906e-07,
b0674,5.265902798417833e-10,1.7765859817272435e-08
b0677,0.0,0.0
b0678,0.0,0.0
b0679,0.0,0.0
b0680,3.5748980649255817e-10,1.2060826094547093e-08
b0684,2.1239290098292205e-16,7.165613664916369e-15
b0688,0.0,0.0
b0692,0.0,0.0
b0693,0.0,0.0
b0696,0.0,0.0
b0697,0.0,0.0
b0698,0.0,0.0
b0709,0.0,0.0
b0720,7.654524983000316e-09,2.5824483098444563e-07
b0721,7.0002039377459134e-09,2.3616964955691617e-07
b0722,7.0002039377459134e-09,2.3616964955691617e-07
b0723,7.0002039377459134e-09,2.3616964955691617e-07
b0724,7.0002039377459134e-09,2.3616964955691617e-07
b0726,1.1165818584078478e-08,7.126738913878313e-08
b0727,1.1165818584078478e-08,1.4253477827756625e-07
b0728,1.1165818584078478e-08,3.76707233884824e-07
b0729,1.1165818584078478e-08,3.76707233884824e-07
b0731,0.0,0.0
b0732,0.0,0.0
b0733,0.0,0.0
b0734,0.0,0.0
b0736,0.0,0.0
b0743,0.0,
b0744,0.0,
b0745,0.0,
b0746,1.7888583797848896e-06,
b0747,1.7888583797848896e-06,
b0748,0.0,
b0749,0.0,
b0750,3.7593015716253806e-08,1.2682958134437084e-06
b0751,3.7593015716253806e-08,0.0
b0752,0.0,0.0
b0754,0.0,0.0
b0755,0.0,0.0
b0756,0.0,0.0
b0757,0.0,0.0
b0758,0.0,0.0
b0759,0.0,0.0
b0763,0.0,0.0
b0764,0.0,0.0
b0765,0.0,0.0
b0766,0.0,0.0
b0767,1.6992762935493987e-08,5.732939930278122e-07
b0774,2.0240081366477622e-16,6.8285052347541936e-15
b0775,3.3545941144367106e-16,7.95017057066615e-15
b0776,3.3545941144367106e-16,7.522891299459484e-15
b0777,3.3545941144367106e-16,8.450401645854446e-15
b0778,3.3545941144367106e-16,1.1317574794361196e-14
b0781,0.0,0.0
b0783,0.0,0.0
b0784,0.0,0.0
b0785,0.0,0.0
b0789,0.0,0.0
b0805,0.0,0.0
b0807,5.485425447580108e-14,1.850647519910307e-12
b0809,0.0,0.0
b0810,0.0,0.0
b0811,0.0,0.0
b0813,0.0,0.0
b0822,0.0,0.0
b0825,0.0,0.0
b0826,0.0,0.0
b0827,0.0,0.0
b0828,0.0,0.0
b0829,0.0,0.0
b0830,0.0,0.0
b0831,0.0,0.0
b0832,0.0,0.0
b0837,0.0,0.0
b0839,0.0,0.0
b0841,1.0570039466614879e-10,3.566071129974868e-09
b0842,0.0,0.0
b0849,0.0,0.0
b0854,0.0,0.0
b0855,0.0,0.0
b0856,0.0,0.0
b0857,0.0,0.0
b0859,5.485425447580108e-14,1.850647519910307e-12
b0860,0.0,0.0
b0861,0.0,0.0
b0862,0.0,0.0
b0863,0.0,0.0
b0864,0.0,0.0
b0870,0.0,0.0
b0871,0.0,0.0
b0875,0.0,0.0
b0883,0.0,
b0884,3.0783110292262855e-11,1.0385463673129202e-09
b0886,0.0,0.0
b0887,0.0,0.0
b0888,7.120353077316876e-10,2.4022318577377332e-08
b0891,3.291005624098196e-10,1.1103042880539038e-08
b0893,7.968328026681419e-10,2.6883177323857714e-08
b0894,0.0,0.0
b0895,0.0,0.0
b0896,0.0,0.0
b0902,1.0619647320353194e-16,3.58280759870755e-15
b0903,0.0,0.0
b0904,0.0,0.0
b0907,2.966652378108035e-08,3.2662407802077384e-09
b0908,2.966652378108035e-08,1.0008754869512737e-06
b0910,5.28862307813167e-09,1.784251244833249e-07
b0911,1.2835895547337462e-07,4.330515196590122e-06
b0914,1.6291815845169164e-11,5.496457636116191e-10
b0915,1.6291815845169164e-11,3.402890128758696e-11
b0918,3.333706345925658e-09,1.1247104605018831e-07
b0928,1.7400389867573074e-09,5.870463223249608e-08
b0929,0.0,0.0
b0930,6.379876438210171e-10,2.1524132668536156e-08
b0931,0.0,0.0
b0932,0.0,0.0
b0933,0.0,0.0
b0934,0.0,0.0
b0935,0.0,0.0
b0936,0.0,0.0
b0937,0.0,0.0
b0945,7.131093044884952e-10,2.405855258426288e-08
b0948,2.1941701790320455e-13,7.402590079641236e-12
b0954,0.0,0.0
b0957,0.0,0.0
b0963,0.0,0.0
b0967,1.0970850895160216e-13,3.701295039820614e-12
b0968,0.0,0.0
b0969,4.8266034346366805e-14,1.628377189929988e-12
b0971,4.1465779949884025e-07,
b0972,0.0,0.0
b0973,0.0,0.0
b0974,0.0,0.0
b0978,0.0,0.0
b0979,0.0,0.0
b0980,0.0,0.0
b0996,0.0,0.0
b0997,0.0,0.0
b0998,0.0,0.0
b1002,0.0,0.0
b1006,0.0,0.0
b1007,0.0,0.0
b1008,0.0,0.0
b1009,0.0,0.0
b1010,0.0,0.0
b1011,0.0,0.0
b1012,0.0,0.0
b1014,0.0,0.0
b1015,0.0,0.0
b1032,5.958436418962603e-07,
b1033,0.0,0.0
b1054,0.0,0.0
b1059,0.0,0.0
b1062,3.17087102227303e-11,1.0697738305629111e-09
b1064,0.0,0.0
b1069,1.3338496978596195e-11,4.500080547746735e-10
b1084,1.393508428721244e-11,4.701354420421038e-10
b1086,1.6456276342740312e-13,5.551942559730918e-12
b1089,1.2835895547337462e-07,4.330515196590122e-06
b1090,0.0,0.0
b1091,2.6227289668113525e-16,8.848441938022472e-15
b1092,6.666695443726805e-12,2.2491789391419267e-10
b1093,1.313943877989461e-09,7.585143214395993e-10
b1094,1.3139436157165644e-09,4.432922326563678e-08
b1095,0.0,0.0
b1096,6.412315844790972e-10,8.259395449556201e-11
b1098,6.412315844790972e-10,2.1633575241240533e-08
b1101,1.1917509792778605e-08,4.020674449461731e-07
b1102,0.0,0.0
b1106,0.0,0.0
b1107,0.0,0.0
b1109,0.0,0.0
b1114,1.1037276188888414e-12,3.7237052988373754e-11
b1116,6.582011248196392e-10,2.2206085761078076e-08
b1117,6.582011248196392e-10,1.1103042880539038e-08
b1118,6.582011248196392e-10,1.1103042880539038e-08
b1119,0.0,0.0
b1123,0.0,0.0
b1124,0.0,0.0
b1125,0.0,0.0
b1126,0.0,0.0
b1131,4.061213138941024e-09,1.3701533445731148e-07
b1133,4.8266034346366805e-14,1.628377189929988e-12
b1134,5.485425447580108e-14,0.0
b1135,5.485425447580108e-14,1.850647519910307e-12
b1136,4.194786309712157e-10,1.4152176444303307e-08
b1185,0.0,0.0
b1186,0.0,0.0
b1189,1.2474671554477935e-10,0.0
b1190,1.2474671554477935e-10,4.208647113083037e-09
b1192,0.0,0.0
b1193,0.0,0.0
b1197,0.0,0.0
b1198,0.0,0.0
b1199,0.0,0.0
b1200,0.0,0.0
b1206,9.091013341442115e-12,3.067084122204847e-10
b1207,4.008245350670313e-08,6.924939450642023e-08
b1208,4.008245350670313e-08,1.3522833166354333e-06
b1209,4.008245350670313e-08,1.1103042880539038e-08
b1210,1.1244473549423747e-12,2.044799780115311e-14
b1211,1.1244473549423747e-12,3.793608588029982e-11
b1215,1.3946221926096704e-11,4.705111985622825e-10
b1216,0.0,0.0
b1223,0.0,0.0
b1224,0.0,0.0
b1225,0.0,0.0
b1226,0.0,0.0
b1227,0.0,0.0
b1230,7.81217339919475e-07,
b1231,0.0,
b1232,0.0,0.0
b1236,0.0,0.0
b1238,3.080963162722178e-16,1.0394411318710293e-14
b1241,0.0,0.0
b1243,0.0,0.0
b1244,0.0,0.0
b1245,0.0,0.0
b1246,0.0,0.0
b1247,0.0,0.0
b1249,0.0,0.0
b1250,0.0,0.0
b1252,0.0,0.0
b1260,3.8746374705564034e-08,5.76852838995882e-09
b1261,3.8746374705564034e-08,5.76852838995882e-09
b1262,3.8746374705564034e-08,4.2372783336915424e-07
b1263,3.8746374705564034e-08,1.3072073067003497e-06
b1264,3.8746374705564034e-08,1.165334300736971e-07
b1269,5.485425447580108e-14,1.850647519910307e-12
b1270,0.0,0.0
b1276,1.5723188067931557e-09,5.304616621093168e-08
b1277,3.960951349429694e-09,1.3363274847790001e-07
b1278,0.0,0.0
