,TranscriptionFlux,TranslationFlux
b0002,1.602366766160609e-08,0.0
b0003,1.602366766160609e-08,5.40599103956471e-07
b0004,1.602366766160609e-08,1.2552825930060202e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.838570253465413e-13,3.101441731614147e-12
b0015,1.838570253465413e-13,6.202883463228294e-12
b0019,0.0,0.0
b0023,1.2835895552267053e-07,4.330515198253245e-06
b0025,1.6681983971816724e-11,5.628090757891075e-10
b0026,4.702488879385912e-10,1.5865039941214596e-08
b0027,4.702488879385912e-10,1.5373443990502868e-10
b0029,4.702488879385912e-10,2.671106219629825e-10
b0030,0.0,0.0
b0031,3.441127291485779e-09,1.1609516433211588e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0367768472769058e-10,0.0
b0051,2.0367768472769058e-10,3.701295041242091e-12
b0052,2.0367768472769058e-10,2.520350744315363e-09
b0053,2.0367768472769058e-10,6.871583721343965e-09
b0058,8.08539718283316e-14,2.727813983963812e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7567287880792151e-10,5.926770504643452e-09
b0072,1.7567287880792151e-10,5.926770504643452e-09
b0073,1.7567287880792151e-10,2.507267451400613e-09
b0074,1.7567287880792151e-10,1.5545612143467142e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.303391055177137e-09,2.1266089813388216e-07
b0099,6.303391055177137e-09,1.1648221815033697e-10
b0103,2.1769498215554263e-12,7.344492832380073e-11
b0104,0.0,0.0
b0109,3.7593015712113476e-08,1.2682958133040236e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.532032291590757e-09,2.541122290973077e-07
b0115,7.532032291590757e-09,2.541122290973077e-07
b0116,4.118085243605836e-09,1.3893405927557412e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,0.0
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064317345572e-12,1.0624647309984307e-10
b0133,3.278047133016677e-12,6.796048193030721e-11
b0134,3.278047133016677e-12,1.1059324121418227e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.2588242817221965e-14,7.620717107232759e-13
b0155,0.0,0.0
b0156,1.2984976677381666e-13,4.380811500170994e-12
b0158,1.9626977218444471e-13,0.0
b0159,1.9626977218444471e-13,6.6216589870297225e-12
b0160,0.0,0.0
b0166,1.0110828679655599e-10,3.411144714125545e-09
b0168,1.1122009856400466e-13,3.7522923525003256e-12
b0169,1.2835895552267053e-07,4.330515198253245e-06
b0170,1.2835895552267053e-07,2.61596916208429e-07
b0171,0.0,0.0
b0172,1.888193538492866e-12,6.370300211926192e-11
b0173,4.008245320301954e-08,1.3522833063898964e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.017247282980298e-11,6.805695778693335e-10
b0177,2.0367768472769058e-10,6.871583721343965e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965327e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.2805386792202186e-15,4.3202222935935904e-14
b0194,5.82711800197882e-10,1.9659261768554592e-08
