,TranscriptionFlux,TranslationFlux
b0002,1.602373116798038e-08,0.0
b0003,1.602373116798038e-08,5.406012465052158e-07
b0004,1.602373116798038e-08,1.255287568049679e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,-5.690822492410611e-35,-1.9199434268996485e-33
b0014,1.8365711540793251e-13,3.0980694969932664e-12
b0015,1.8365711540793251e-13,6.196138993986533e-12
b0019,0.0,0.0
b0023,1.2835897858407693e-07,4.33051597628833e-06
b0025,1.6699185969761372e-11,5.633894288563032e-10
b0026,4.702496115917101e-10,1.5865064355489525e-08
b0027,4.702496115917101e-10,1.5373445696661313e-10
b0029,4.702496115917101e-10,2.6711097830311667e-10
b0030,0.0,0.0
b0031,3.4410967240042965e-09,1.1609413306053382e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0397351896189847e-10,0.0
b0051,2.0397351896189847e-10,3.701295706229343e-12
b0052,2.0397351896189847e-10,2.5203517961100178e-09
b0053,2.0397351896189847e-10,6.8815644401974665e-09
b0058,8.085396411248601e-14,2.727813723650175e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7567311498296837e-10,5.926778472608178e-09
b0072,1.7567311498296837e-10,5.926778472608178e-09
b0073,1.7567311498296837e-10,2.507270822177092e-09
b0074,1.7567311498296837e-10,1.5545633043026036e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
