,TranscriptionFlux,TranslationFlux
b0002,1.6020732190031963e-08,0.0
b0003,1.6020732190031963e-08,5.405000683713493e-07
b0004,1.6020732190031963e-08,1.2550526302754469e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,-1.903629341283714e-32,-6.422376810953511e-31
b0014,1.3982334088877604e-13,2.358647670214352e-12
b0015,1.3982334088877604e-13,4.717295340428704e-12
b0019,0.0,0.0
b0023,1.283681454915097e-07,4.330825245180376e-06
b0025,2.2091193538010182e-11,7.453024915508179e-10
b0026,4.700315511489406e-10,1.5857707532915627e-08
b0027,4.700315511489406e-10,1.5373728796586726e-10
b0029,4.700315511489406e-10,2.671703903707453e-10
b0030,0.0,0.0
b0031,3.4383818899658567e-09,1.1600254124275744e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.530607827083632e-10,0.0
b0051,2.530607827083632e-10,3.701560038615707e-12
b0052,2.530607827083632e-10,2.5203444689519037e-09
b0053,2.530607827083632e-10,8.53764788859532e-09
b0058,8.084793421617616e-14,2.727610289791529e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,3.126548056541768e-29
b0066,1.6413570901192141e-37,0.0
b0067,1.6413570901192141e-37,5.5375347949653495e-36
b0068,1.6413570901192141e-37,0.0
b0070,0.0,1.7691776802220813e-36
b0071,1.756302638894889e-10,5.925332782193987e-09
b0072,1.756302638894889e-10,5.925332782193987e-09
b0073,1.756302638894889e-10,2.5066592357292173e-09
b0074,1.756302638894889e-10,1.554184107192796e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.429765746878813e-09,2.1692446915516563e-07
b0099,6.429765746878813e-09,1.1648221815033697e-10
b0103,2.1769498222018542e-12,7.34449283456096e-11
b0104,0.0,0.0
b0109,3.759310974572065e-08,1.268298985766462e-06
b0110,0.0,0.0
b0112,0.0,6.296849061526821e-38
b0114,1.3623807443606096e-08,4.5963372756014475e-07
b0115,1.3623807443606096e-08,4.5963372756014475e-07
b0116,7.053389225254832e-09,2.379639902395977e-07
b0118,1.1147801398466906e-30,3.7609937839236575e-29
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,5.853029945249315e-30,1.9746692041320908e-28
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.149206432669689e-12,1.0624647313139212e-10
b0133,3.2780471339900668e-12,6.796048195048754e-11
b0134,3.2780471339900668e-12,1.1059324124702205e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
