,TranscriptionFlux,TranslationFlux
b0002,1.604472114438553e-08,0.0
b0003,1.604472114438553e-08,5.413093966413973e-07
b0004,1.604472114438553e-08,1.2569319076955972e-09
b0007,1.1685746354639363e-31,3.942483170390117e-30
b0008,0.0,0.0
b0009,-1.7796089461384226e-32,-6.00388864715546e-31
b0014,4.606635141104411e-13,7.770826511531077e-12
b0015,4.606635141104411e-13,1.5541653023062154e-11
b0019,0.0,0.0
b0023,1.284604531560718e-07,4.33393947856342e-06
b0025,1.0716824220624288e-11,3.615592692807883e-10
b0026,4.680930937687306e-10,1.5792308752503437e-08
b0027,4.680930937687306e-10,1.5376287290040362e-10
b0029,4.680930937687306e-10,2.669659425734218e-10
b0030,-5.794567813983653e-32,-1.9549445446627463e-30
b0031,3.4606748380007403e-09,1.1675465043440542e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,-8.287897450382779e-36
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,6.966830929907983e-10,0.0
b0051,6.966830929907983e-10,3.704221776549933e-12
b0052,6.966830929907983e-10,2.5051272020391362e-09
b0053,6.966830929907983e-10,2.3504372642155645e-08
b0058,8.093098443093725e-14,2.7304121996058976e-12
b0061,5.4607322694075205e-31,0.0
b0062,5.4607322694075205e-31,1.8423166494280618e-29
b0063,5.4607322694075205e-31,1.8137289052325705e-29
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.749716220540938e-10,5.903111827942921e-09
b0072,1.749716220540938e-10,5.903111827942921e-09
b0073,1.749716220540938e-10,2.4972588590334924e-09
b0074,1.749716220540938e-10,1.548355665953606e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,7.564569430024848e-09,2.5520995205651034e-07
b0099,7.564569430024848e-09,1.1648221815033697e-10
b0103,2.176949825352046e-12,7.344492845188932e-11
b0104,0.0,0.0
b0109,3.759329435743693e-08,1.2683052141113396e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.705829549580466e-10,2.599757207724659e-08
b0115,7.705829549580466e-10,2.599757207724659e-08
b0116,3.852914774790233e-10,1.2998786038623295e-08
b0118,-5.750622902407642e-46,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,7.636566752910263e-27
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.149206437226801e-12,1.0624647328513786e-10
b0133,3.27804713873362e-12,6.796048204883089e-11
b0134,3.27804713873362e-12,1.1059324140705786e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,1.6521741782557062e-37,0.0
b0151,1.6521741782557062e-37,0.0
b0152,1.6521741782557062e-37,0.0
b0153,1.6521741782557062e-37,3.822582315209718e-35
b0154,8.79967700647171e-15,2.9687944141548374e-13
b0155,0.0,0.0
b0156,4.37187618410854e-14,1.474963408908357e-12
b0158,1.964204046908006e-13,7.874181228235897e-36
b0159,1.964204046908006e-13,6.626740957005787e-12
b0160,-2.7140158458566782e-30,-9.156421397264074e-29
b0166,1.0168263897007012e-10,3.4305219426673707e-09
b0168,1.1798778080996119e-13,3.9806172925383984e-12
b0169,1.284604531560718e-07,4.33393947856342e-06
b0170,1.284604531560718e-07,2.6180969246059686e-07
b0171,0.0,0.0
b0172,1.878917923620414e-12,6.339006570578977e-11
b0173,4.006074270413001e-08,1.3515508475986892e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.0174434206350483e-11,6.806357498860337e-10
b0177,6.966830929907983e-10,2.3504372642155645e-08
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965327e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.2511964276993563e-15,4.221228759683429e-14
b0194,5.7703437449473e-10,1.946771940055744e-08
b0197,0.0,5.428831381004881e-30
b0198,0.0,5.428831381004881e-30
b0199,0.0,1.0857662762009762e-29
b0200,0.0,0.0
b0201,1.3813646804580405e-06,
b0202,1.3813646804580405e-06,
b0203,1.3813646804580405e-06,
b0204,1.3813646804580405e-06,
b0205,1.3813646804580405e-06,
b0206,0.0,
b0207,0.0,0.0
b0212,0.0,0.0
b0216,0.0,
b0221,1.5836306493746898e-09,5.342779993504631e-08
b0222,0.0,0.0
b0237,-1.088201005922108e-64,0.0
b0238,8.100062006228432e-10,2.732761534396451e-08
b0241,0.0,0.0
b0242,2.3263653689152098e-08,2.4475138444257054e-07
b0243,2.3263653689152098e-08,7.848584109893304e-07
b0244,4.1036938189901167e-07,
b0260,8.895934609913695e-31,2.2003172757938293e-29
b0261,8.895934609913695e-31,3.0012693601339153e-29
b0273,0.0,0.0
b0306,0.0,0.0
b0307,0.0,0.0
b0308,0.0,0.0
b0311,0.0,0.0
b0312,0.0,0.0
b0314,6.98761593844386e-38,-6.774684878894919e-37
b0323,0.0,0.0
b0331,-6.612930736362897e-41,-2.2311023031541742e-39
b0333,-6.612930736362897e-41,4.2860320722390446e-44
b0334,-6.612930736362897e-41,0.0
b0336,0.0,-1.0407816429366897e-26
b0337,0.0,0.0
b0339,1.366784477473007e-09,4.611194387124858e-08
b0340,1.366784477473007e-09,0.0
b0341,0.0,0.0
b0343,2.1103371268673845e-30,7.119757997503497e-29
b0344,-1.4992328117812831e-30,-5.058042464354665e-29
b0347,1.691860951989882e-46,0.0
b0348,1.691860951989882e-46,-9.431207557324488e-30
b0349,1.691860951989882e-46,-6.91354800003977e-30
b0350,1.691860951989882e-46,-7.568383776126904e-30
b0351,1.691860951989882e-46,7.421037707297943e-45
b0352,1.691860951989882e-46,-6.35420092131603e-30
b0353,0.0,0.0
b0355,-1.910745608282861e-31,-4.0498149272504425e-29
b0356,-1.910745608282861e-31,-6.446385344108803e-30
b0365,1.892899155798416e-31,6.38617580640721e-30
b0366,1.892899155798416e-31,1.277235161281442e-29
b0367,1.892899155798416e-31,1.277235161281442e-29
b0368,1.892899155798416e-31,2.4025818945080507e-29
b0369,4.8326028264783884e-15,1.6304012370597736e-13
b0381,6.932026377289837e-11,2.338695064891212e-09
b0383,0.0,0.0
b0386,3.362156531027368e-08,1.1343088526416753e-06
b0388,0.0,0.0
b0394,0.0,0.0
b0401,0.0,0.0
b0403,0.0,1.278527602135886e-28
b0404,0.0,0.0
b0405,6.536983297836145e-14,2.2054172540385964e-12
b0406,3.9221899787016865e-13,1.3232503524231579e-11
b0408,3.1366548333327133e-09,1.0582301306606338e-07
b0409,3.1366548333327133e-09,1.0582301306606338e-07
b0411,0.0,0.0
b0414,1.873894359975341e-09,6.322058303412267e-08
b0415,1.873894359975341e-09,1.0647520158161127e-10
b0416,1.873894359975341e-09,8.807931117125146e-12
b0417,1.873894359975341e-09,1.1076638468253233e-09
b0418,1.873894359975341e-09,5.14020482723941e-10
b0420,2.0409489141684913e-08,6.88565924806399e-07
b0421,2.0409489141684913e-08,5.440424832406588e-11
b0423,2.2878687732525165e-13,7.71870607222973e-12
b0425,1.6080941562069247e-12,5.4253138437593216e-11
b0428,1.375137263411243e-30,4.5281829766723353e-35
b0429,1.375137263411243e-30,4.6393746308046464e-29
b0430,1.375137263411243e-30,4.639374630805392e-29
b0431,1.375137263411243e-30,4.639374630807479e-29
b0432,1.375137263411243e-30,4.6393746308084663e-29
b0433,0.0,0.0
b0436,1.284604531560718e-07,4.33393947856342e-06
b0444,4.249039143593501e-10,1.43352121512509e-08
b0446,1.046445809403985e-43,1.4716484903525206e-42
b0451,0.0,0.0
b0452,1.5105542761075213e-09,5.096238298164326e-08
b0455,4.5802017286556935e-08,
b0459,0.0,0.0
b0462,0.0,-5.882790862610236e-35
b0463,0.0,0.0
b0469,0.0,0.0
b0474,8.255263367944092e-08,2.7851226534911416e-06
b0475,-4.971029017141528e-49,0.0
b0477,0.0,0.0
b0480,0.0,0.0
b0484,0.0,0.0
b0485,0.0,0.0
b0494,-2.8672833147151822e-28,6.085852333015584e-31
b0505,0.0,0.0
b0507,-1.4860471350725848e-30,-5.013557236850467e-29
b0508,-1.4860471350725848e-30,0.0
b0509,-1.4860471350725848e-30,0.0
b0511,-1.4860471350725848e-30,-1.5240829406136233e-51
b0512,-1.4860471350725848e-30,0.0
b0514,-1.4860471350725848e-30,0.0
b0516,0.0,0.0
b0517,0.0,0.0
b0521,0.0,0.0
b0522,1.5341796415014814e-08,5.287604736488544e-08
b0523,1.5341796415014814e-08,5.175944465518391e-07
b0524,1.3016898115633559e-12,4.3915810076772714e-11
