,TranscriptionFlux,TranslationFlux
b0002,1.6023678853895894e-08,0.0
b0003,1.6023678853895894e-08,5.405994815567787e-07
b0004,1.6023678853895894e-08,1.255283469801949e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.8428557987699134e-13,3.1086709190901484e-12
b0015,1.8428557987699134e-13,6.217341838180297e-12
b0019,0.0,0.0
b0023,1.2835909561239597e-07,4.330519924535743e-06
b0025,1.6687241576994837e-11,5.629864544459961e-10
b0026,4.702489109514449e-10,1.5865040717611636e-08
b0027,4.702489109514449e-10,1.5373445151117044e-10
b0029,4.702489109514449e-10,2.6711068004186677e-10
b0030,0.0,0.0
b0031,3.4411379851127778e-09,1.16095525108768e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0387892594664627e-10,0.0
b0051,2.0387892594664627e-10,3.701299080799782e-12
b0052,2.0387892594664627e-10,2.520437740562109e-09
b0053,2.0387892594664627e-10,6.8783731047076266e-09
b0058,8.085376256617606e-14,2.727806923973792e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7567213988272773e-10,5.92674557512631e-09
b0072,1.7567213988272773e-10,5.92674557512631e-09
b0073,1.7567213988272773e-10,2.507256905190521e-09
b0074,1.7567213988272773e-10,1.5545546754634538e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.303905974745041e-09,2.126782702526066e-07
b0099,6.303905974745041e-09,1.1648221815033697e-10
b0103,2.1769498215572705e-12,7.344492832386294e-11
b0104,0.0,0.0
b0109,3.759301515400626e-08,1.26829579447486e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.532051042625253e-09,2.5411286171105514e-07
b0115,7.532051042625253e-09,2.5411286171105514e-07
b0116,4.118260159977292e-09,1.389399605233829e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,0.0
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.149206431737225e-12,1.0624647309993308e-10
b0133,3.2780471330194544e-12,6.796048193036478e-11
b0134,3.2780471330194544e-12,1.1059324121427596e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.2599687028371375e-14,7.624578102370397e-13
b0155,0.0,0.0
b0156,1.2990818284859584e-13,4.382782314740367e-12
b0158,1.963892607268151e-13,0.0
b0159,1.963892607268151e-13,6.625690236323121e-12
b0160,0.0,0.0
b0166,1.0110860100007533e-10,3.411155314578862e-09
b0168,1.1123501425593143e-13,3.752795571230319e-12
b0169,1.2835909561239597e-07,4.330519924535743e-06
b0170,1.2835909561239597e-07,2.61597208352519e-07
b0171,0.0,0.0
b0172,1.8881835274567746e-12,6.370266437154681e-11
b0173,4.008246191830066e-08,1.3522836004220282e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.017247363042261e-11,6.805696048802691e-10
b0177,2.0387892594664627e-10,6.8783731047076266e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965327e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.280484305959955e-15,4.320038851597672e-14
b0194,5.827124765628186e-10,1.9659284587442653e-08
b0197,0.0,0.0
b0198,0.0,0.0
b0199,0.0,0.0
b0200,0.0,0.0
b0201,2.3089579948480398e-06,
b0202,2.3089579948480398e-06,
b0203,2.3089579948480398e-06,
b0204,2.3089579948480398e-06,
b0205,2.3089579948480398e-06,
b0206,0.0,
b0207,0.0,0.0
b0212,0.0,0.0
b0216,0.0,
b0221,1.5836232838912897e-09,5.342755144176685e-08
b0222,0.0,0.0
b0237,0.0,0.0
b0238,8.300033951071997e-10,2.800227146191365e-08
b0241,0.0,0.0
b0242,2.3492571420854543e-08,2.47159773619364e-07
b0243,2.3492571420854543e-08,7.925815317661429e-07
b0244,1.9152491420847227e-07,
b0260,0.0,0.0
b0261,0.0,0.0
b0273,0.0,0.0
b0306,0.0,0.0
b0307,0.0,0.0
b0308,0.0,0.0
b0311,0.0,0.0
b0312,0.0,0.0
b0314,0.0,0.0
b0323,0.0,0.0
b0331,0.0,0.0
b0333,0.0,0.0
b0334,0.0,0.0
b0336,0.0,0.0
b0337,0.0,0.0
b0339,1.3916063236142272e-09,4.694937186001305e-08
b0340,1.3916063236142272e-09,0.0
b0341,0.0,0.0
b0343,0.0,0.0
b0344,0.0,0.0
b0347,1.4431932123380252e-13,0.0
b0348,1.4431932123380252e-13,0.0
b0349,1.4431932123380252e-13,0.0
b0350,1.4431932123380252e-13,0.0
b0351,1.4431932123380252e-13,4.868978650221189e-12
b0352,1.4431932123380252e-13,0.0
b0353,0.0,0.0
b0355,0.0,0.0
b0356,0.0,0.0
b0365,0.0,0.0
b0366,0.0,0.0
b0367,0.0,0.0
b0368,0.0,0.0
b0369,1.2411286383637974e-14,4.187262516694836e-13
b0381,6.932026377289837e-11,2.338695064891212e-09
b0383,0.0,0.0
b0386,3.39524063969729e-08,1.1454706165273634e-06
b0388,0.0,0.0
b0394,0.0,0.0
b0401,0.0,0.0
b0403,0.0,0.0
b0404,0.0,0.0
b0405,6.491000996141663e-14,2.189903957320983e-12
b0406,3.8946005976849985e-13,1.3139423743925899e-11
b0408,1.7959835094732296e-09,6.059206271908598e-08
