,TranscriptionFlux,TranslationFlux
b0002,1.6023667505026135e-08,0.0
b0003,1.6023667505026135e-08,5.405990986738488e-07
b0004,1.6023667505026135e-08,1.2552825807396593e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.8385214875711463e-13,3.101359469552486e-12
b0015,1.8385214875711463e-13,6.202718939104972e-12
b0019,0.0,0.0
b0023,1.2835895548868326e-07,4.330515197106598e-06
b0025,1.668201736887957e-11,5.628102025237995e-10
b0026,4.702488826066786e-10,1.5865039761328995e-08
b0027,4.702488826066786e-10,1.5373443988122762e-10
b0029,4.702488826066786e-10,2.6711062204505765e-10
b0030,0.0,0.0
b0031,3.4411270507157904e-09,1.1609515620912913e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0367727203618925e-10,0.0
b0051,2.0367727203618925e-10,3.70129504026205e-12
b0052,2.0367727203618925e-10,2.5203509732235306e-09
b0053,2.0367727203618925e-10,6.8715697981485676e-09
b0058,8.085397504046209e-14,2.7278140923331883e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7567287908391617e-10,5.926770513954833e-09
b0072,1.7567287908391617e-10,5.926770513954833e-09
b0073,1.7567287908391617e-10,2.5072674553397095e-09
b0074,1.7567287908391617e-10,1.5545612167890411e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.30338999901624e-09,2.1266086250161329e-07
b0099,6.30338999901624e-09,1.1648221815033697e-10
b0103,2.176949821555421e-12,7.344492832380054e-11
b0104,0.0,0.0
b0109,3.759301571787922e-08,1.2682958134985458e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.532014044180857e-09,2.541116134746145e-07
b0115,7.532014044180857e-09,2.541116134746145e-07
b0116,4.1180746816526525e-09,1.389337029412724e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,0.0
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064317345495e-12,1.0624647309984283e-10
b0133,3.2780471330166695e-12,6.796048193030705e-11
b0134,3.2780471330166695e-12,1.1059324121418201e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.258819571431403e-14,7.620701215871079e-13
