,TranscriptionFlux,TranslationFlux
b0002,1.6023832444242527e-08,5.638108837214179e-08
b0003,1.6023832444242527e-08,5.406046633170048e-07
b0004,1.6023832444242527e-08,1.255295501959171e-09
b0007,-6.733218543583007e-37,-2.2716221955387366e-35
b0008,0.0,0.0
b0009,-3.370812424430184e-67,-9.060315328194591e-66
b0014,1.8385189883434308e-13,3.101355253662928e-12
b0015,1.8385189883434308e-13,6.202710507325856e-12
b0019,0.0,0.0
b0023,1.283590469604141e-07,4.330518283137634e-06
b0025,1.6682296242138104e-11,5.62819611021084e-10
b0026,4.702554661646129e-10,1.5865261874367985e-08
b0027,4.702554661646129e-10,1.5373443987797201e-10
b0029,4.702554661646129e-10,2.6711064482587957e-10
b0030,0.0,0.0
b0031,3.4411907231052808e-09,1.1609730435881822e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,-1.926505668387808e-38,0.0
b0037,-1.926505668387808e-38,0.0
b0038,-1.926505668387808e-38,0.0
b0040,-1.926505668387808e-38,-1.609399321898148e-35
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0367721558664891e-10,0.0
b0051,2.0367721558664891e-10,3.701297677895415e-12
b0052,2.0367721558664891e-10,2.520343768577959e-09
b0053,2.0367721558664891e-10,6.87156789368003e-09
b0058,8.085432594231979e-14,2.727825930898107e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.756712173339815e-10,5.926714450602506e-09
b0072,1.756712173339815e-10,5.926714450602506e-09
b0073,1.756712173339815e-10,2.5072437382380613e-09
b0074,1.756712173339815e-10,1.554546511662024e-09
b0077,3.382042555094882e-42,4.8691930192056815e-40
b0078,3.382042555094882e-42,-5.046537664299378e-40
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.303389854601125e-09,2.1266085762940277e-07
b0099,6.303389854601125e-09,1.1648221815033697e-10
b0103,2.176949821555422e-12,7.344492832380058e-11
b0104,0.0,0.0
b0109,3.7593015242694507e-08,1.2682957974669831e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.532026325799826e-09,2.541120278262067e-07
b0115,7.532026325799826e-09,2.541120278262067e-07
b0116,4.11808250591879e-09,1.389339669127521e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,4.339682357968694e-44,1.4641302775243516e-42
b0124,1.5862495951974525e-37,-9.251325931992488e-34
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.149206431734551e-12,1.0624647309984287e-10
b0133,3.2780471330166707e-12,6.796048193030708e-11
b0134,3.2780471330166707e-12,1.1059324121418205e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,3.150236239327167e-30,1.062812162731021e-28
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,-3.829097129393746e-34
b0154,2.25884761296818e-14,7.620795821113619e-13
b0155,0.0,0.0
b0156,1.2984970747548527e-13,4.3808094995912434e-12
b0158,1.963893641898833e-13,8.701860450106615e-61
b0159,1.963893641898833e-13,6.625693726912363e-12
b0160,0.0,0.0
