,TranscriptionFlux,TranslationFlux
b0002,1.602340497632555e-08,0.0
b0003,1.602340497632555e-08,5.405902416017167e-07
b0004,1.602340497632555e-08,1.255262014430187e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.8386579838612637e-13,3.1015897219943404e-12
b0015,1.8386579838612637e-13,6.203179443988681e-12
b0019,0.0,0.0
b0023,1.2835888405886937e-07,4.330512787240504e-06
b0025,1.6682037708457435e-11,5.6281088873109e-10
b0026,4.70234848725787e-10,1.586456629273271e-08
b0027,4.70234848725787e-10,1.5373444023833493e-10
b0029,4.70234848725787e-10,2.671107293442122e-10
b0030,0.0,0.0
b0031,3.4409762624146595e-09,1.1609006898302084e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0368346399146158e-10,0.0
b0051,2.0368346399146158e-10,3.701292980547441e-12
b0052,2.0368346399146158e-10,2.520408356086095e-09
b0053,2.0368346399146158e-10,6.8717786994776925e-09
b0058,8.085445848256935e-14,2.7278304024798733e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7567764257210306e-10,5.926931222320727e-09
b0072,1.7567764257210306e-10,5.926931222320727e-09
b0073,1.7567764257210306e-10,2.507335441581907e-09
b0074,1.7567764257210306e-10,1.554603369761262e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.303405842515426e-09,2.1266139702227637e-07
b0099,6.303405842515426e-09,1.1648221815033697e-10
b0103,2.176949821555476e-12,7.34449283238024e-11
b0104,0.0,0.0
b0109,3.7593016416088295e-08,1.2682958370544011e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.532001557944586e-09,2.541111922197381e-07
b0115,7.532001557944586e-09,2.541111922197381e-07
b0116,4.118071537930543e-09,1.3893359687982682e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,0.0
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064317346295e-12,1.0624647309984552e-10
b0133,3.2780471330167523e-12,6.796048193030876e-11
b0134,3.2780471330167523e-12,1.105932412141848e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.2588484126331306e-14,7.620798518986322e-13
b0155,0.0,0.0
b0156,1.298510223276627e-13,4.38085385946716e-12
b0158,1.96388812786603e-13,0.0
b0159,1.96388812786603e-13,6.6256751239229875e-12
b0160,0.0,0.0
b0166,1.011038492127807e-10,3.41099500097227e-09
b0168,1.1117823116015203e-13,3.75087984935275e-12
b0169,1.2835888405886937e-07,4.330512787240504e-06
b0170,1.2835888405886937e-07,2.615967724852276e-07
b0171,0.0,0.0
b0172,1.88818899503872e-12,6.370284883430295e-11
b0173,4.0082469316579836e-08,1.3522838500217565e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.0172472852795248e-11,6.80569578645036e-10
b0177,2.0368346399146158e-10,6.8717786994776925e-09
