,TranscriptionFlux,TranslationFlux
b0002,1.6023702528336833e-08,0.0
b0003,1.6023702528336833e-08,5.406002802741403e-07
b0004,1.6023702528336833e-08,1.2552853244406144e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,-1.1645772538856528e-33,-3.9289969889176313e-32
b0014,1.8360300038503373e-13,3.0971566431601903e-12
b0015,1.8360300038503373e-13,6.194313286320381e-12
b0019,0.0,0.0
b0023,1.2835895555696925e-07,4.3305151994103985e-06
b0025,1.676520983542948e-11,5.656169115633643e-10
b0026,4.702483417705156e-10,1.5865021514848142e-08
b0027,4.702483417705156e-10,1.5373445718285296e-10
b0029,4.702483417705156e-10,2.671109925605308e-10
b0030,0.0,0.0
b0031,3.4410919416330114e-09,1.1609397171509869e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.039772683874719e-10,0.0
b0051,2.039772683874719e-10,3.701295042231111e-12
b0052,2.039772683874719e-10,2.5203513147873865e-09
b0053,2.039772683874719e-10,6.881690936586941e-09
b0058,8.08540022883044e-14,2.7278150116083158e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7567327971081296e-10,5.9267840301201695e-09
b0072,1.7567327971081296e-10,5.9267840301201695e-09
b0073,1.7567327971081296e-10,2.5072731732330193e-09
b0074,1.7567327971081296e-10,1.5545647620092219e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.304157691144411e-09,2.1268676254431059e-07
b0099,6.304157691144411e-09,1.1648221815033697e-10
b0103,2.17694982156497e-12,7.34449283241227e-11
b0104,0.0,0.0
b0109,3.759301690796031e-08,1.268295853648952e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.672628747813893e-09,2.588556074460611e-07
b0115,7.672628747813893e-09,2.588556074460611e-07
b0116,4.189401776649553e-09,1.4134010355176017e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,0.0
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064317483636e-12,1.0624647310030887e-10
b0133,3.2780471330310482e-12,6.796048193060515e-11
b0134,3.2780471330310482e-12,1.1059324121466711e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.2622031039192682e-14,7.632116421614083e-13
b0155,0.0,0.0
b0156,1.3008056399196703e-13,4.388598030194123e-12
b0158,1.963838859982047e-13,0.0
b0159,1.963838859982047e-13,6.62550890620993e-12
b0160,0.0,0.0
b0166,1.0110724813603893e-10,3.411109672276407e-09
b0168,1.1123401708340504e-13,3.752761929083861e-12
b0169,1.2835895555696925e-07,4.3305151994103985e-06
b0170,1.2835895555696925e-07,2.6159691234555464e-07
b0171,0.0,0.0
b0172,1.8882006892245423e-12,6.370324336734685e-11
b0173,4.008250881465631e-08,1.3522851825896306e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.017247402166894e-11,6.805696180799572e-10
b0177,2.039772683874719e-10,6.881690936586941e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965346e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.28053031176919e-15,4.320194063873504e-14
b0194,5.827172725287081e-10,1.9659446391526283e-08
b0197,0.0,0.0
b0198,0.0,0.0
b0199,0.0,0.0
b0200,0.0,0.0
b0201,1.3939379241537424e-06,
b0202,1.3939379241537424e-06,
b0203,1.3939379241537424e-06,
b0204,1.3939379241537424e-06,
b0205,1.3939379241537424e-06,
b0206,0.0,
b0207,0.0,0.0
b0212,0.0,0.0
b0216,0.0,
b0221,1.5836232855841872e-09,5.3427551498881044e-08
b0222,0.0,0.0
b0237,0.0,0.0
b0238,8.199034084951357e-10,2.7661522775173425e-08
b0241,-6.5987115262560515e-28,-2.226242838841449e-26
b0242,2.3492764774482138e-08,2.471618078470341e-07
b0243,2.3492764774482138e-08,7.925880550415897e-07
b0244,4.1628611014667715e-07,
b0260,0.0,0.0
b0261,0.0,0.0
b0273,0.0,0.0
b0306,0.0,0.0
b0307,0.0,0.0
b0308,0.0,0.0
b0311,0.0,0.0
b0312,0.0,0.0
b0314,0.0,0.0
b0323,0.0,0.0
b0331,0.0,0.0
b0333,0.0,0.0
b0334,0.0,0.0
b0336,0.0,0.0
b0337,0.0,0.0
b0339,1.3787177561288941e-09,4.6514543318820296e-08
b0340,1.3787177561288941e-09,0.0
b0341,0.0,0.0
b0343,0.0,0.0
b0344,0.0,0.0
b0347,1.4431893735400368e-13,0.0
b0348,1.4431893735400368e-13,4.0145265354041673e-29
b0349,1.4431893735400368e-13,2.9428492302022565e-29
b0350,1.4431893735400368e-13,3.221589315547123e-29
b0351,1.4431893735400368e-13,4.868965699061714e-12
b0352,1.4431893735400368e-13,2.704755255874086e-29
b0353,0.0,0.0
b0355,0.0,0.0
b0356,0.0,0.0
b0365,0.0,0.0
b0366,0.0,0.0
b0367,0.0,0.0
b0368,0.0,0.0
b0369,1.2423557257872391e-14,4.191402407608689e-13
b0381,6.932026377289837e-11,2.338695064891212e-09
b0383,0.0,-3.1611515907122163e-29
b0386,3.395268583939003e-08,1.1454800442266579e-06
b0388,0.0,0.0
b0394,0.0,0.0
b0401,0.0,0.0
b0403,0.0,0.0
b0404,0.0,0.0
b0405,6.490983730510595e-14,2.1898981323220613e-12
b0406,3.894590238306357e-13,1.3139388793932367e-11
b0408,1.7964470717894765e-09,6.06077021705576e-08
b0409,1.7964470717894765e-09,6.06077021705576e-08
b0411,0.0,0.0
b0414,1.93332727801455e-09,6.522570339208536e-08
b0415,1.93332727801455e-09,1.0985219660543505e-10
b0416,1.93332727801455e-09,8.787130669067482e-12
b0417,1.93332727801455e-09,1.1530478682184303e-09
b0418,1.93332727801455e-09,5.13925490606684e-10
b0420,2.0422309823647855e-08,6.889984630571696e-07
