,TranscriptionFlux,TranslationFlux
b0002,1.602465636008266e-08,0.0
b0003,1.602465636008266e-08,5.406324602093466e-07
b0004,1.602465636008266e-08,1.2553600469331473e-09
b0007,-2.4694410729168185e-36,-8.331286316495722e-35
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.8985931386087654e-13,3.202692951405503e-12
b0015,1.8985931386087654e-13,6.405385902811006e-12
b0019,0.0,0.0
b0023,1.283581231497208e-07,4.330487116038842e-06
b0025,1.6684498676222244e-11,5.628939157256968e-10
b0026,4.703232789565228e-10,1.5867549711042928e-08
b0027,4.703232789565228e-10,1.5373444106117235e-10
b0029,4.703232789565228e-10,2.671105275155751e-10
b0030,0.0,0.0
b0031,3.441189670814859e-09,1.1609726885712964e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,2.4666180322417923e-35
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.036977313346706e-10,0.0
b0051,2.036977313346706e-10,3.701271039349438e-12
b0052,2.036977313346706e-10,2.520651483318195e-09
b0053,2.036977313346706e-10,6.8722600445178866e-09
b0058,8.085372667909554e-14,2.7278057132320332e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7564768338018037e-10,5.925920472931093e-09
b0072,1.7564768338018037e-10,5.925920472931093e-09
b0073,1.7564768338018037e-10,2.506907853058922e-09
b0074,1.7564768338018037e-10,1.5543382554300562e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.3034423487150475e-09,2.1266262865159e-07
b0099,6.3034423487150475e-09,1.1648221815033697e-10
b0103,2.1769498215556173e-12,7.344492832380716e-11
b0104,0.0,0.0
b0109,3.759302491846637e-08,1.2682961239037086e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.532094414765786e-09,2.5411432498031433e-07
b0115,7.532094414765786e-09,2.5411432498031433e-07
b0116,4.11814129114755e-09,1.389359501816681e-07
b0118,0.0,0.0
b0120,9.710228257219143e-52,0.0
b0121,9.710228257219143e-52,0.0
b0123,0.0,0.0
b0124,-1.1431410145174574e-30,-3.856676393911723e-29
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064317348335e-12,1.062464730998524e-10
b0133,3.2780471330169647e-12,6.796048193031317e-11
b0134,3.2780471330169647e-12,1.1059324121419198e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,-1.1224859387231927e-50
b0154,2.2591170008646912e-14,7.621704669565462e-13
b0155,0.0,0.0
b0156,1.298566587928939e-13,4.381044019929659e-12
b0158,1.9639104393611574e-13,0.0
b0159,1.9639104393611574e-13,6.625750397415478e-12
b0160,0.0,0.0
b0166,1.0111011964566632e-10,3.4112065499428914e-09
b0168,1.1134680398428965e-13,3.756567081489907e-12
b0169,1.283581231497208e-07,4.330487116038842e-06
b0170,1.283581231497208e-07,2.615952763619509e-07
b0171,0.0,0.0
b0172,1.8880785008357397e-12,6.369912103188063e-11
b0173,4.008243903030053e-08,1.3522828282372437e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.0172472909556556e-11,6.805695805600229e-10
b0177,2.036977313346706e-10,6.8722600445178866e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965438e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.2797988855792326e-15,4.317726411952285e-14
b0194,5.826133893458711e-10,1.9655941628650283e-08
b0197,0.0,0.0
b0198,0.0,0.0
b0199,0.0,0.0
b0200,0.0,0.0
b0201,1.3935602306484251e-06,
b0202,1.3935602306484251e-06,
b0203,1.3935602306484251e-06,
b0204,1.3935602306484251e-06,
b0205,1.3935602306484251e-06,
b0206,0.0,
b0207,0.0,0.0
b0212,0.0,0.0
b0216,0.0,
b0221,1.5836232811748571e-09,5.34275513501211e-08
b0222,0.0,0.0
b0237,0.0,0.0
b0238,8.207647786750709e-10,2.7690583284744745e-08
b0241,0.0,0.0
b0242,2.348857663163231e-08,2.471177453891573e-07
b0243,2.348857663163231e-08,7.9244675741113e-07
b0244,4.1619366063649344e-07,
b0260,8.895934609913695e-31,2.200343500383472e-29
b0261,8.895934609913695e-31,3.0012693601339153e-29
b0273,0.0,0.0
b0306,0.0,0.0
b0307,0.0,0.0
b0308,0.0,0.0
b0311,0.0,0.0
b0312,0.0,0.0
b0314,0.0,0.0
b0323,0.0,0.0
b0331,0.0,0.0
b0333,0.0,0.0
b0334,0.0,0.0
b0336,0.0,0.0
b0337,0.0,0.0
b0339,1.3798734220020915e-09,4.655353264066079e-08
b0340,1.3798734220020915e-09,0.0
b0341,0.0,0.0
b0343,-2.1388622446800944e-38,-1.2330736013630553e-36
b0344,0.0,0.0
b0347,1.443367624870262e-13,0.0
b0348,1.443367624870262e-13,0.0
b0349,1.443367624870262e-13,0.0
b0350,1.443367624870262e-13,0.0
b0351,1.443367624870262e-13,4.869567075172562e-12
b0352,1.443367624870262e-13,0.0
b0353,0.0,0.0
b0355,0.0,0.0
b0356,0.0,0.0
b0365,0.0,0.0
b0366,0.0,0.0
b0367,0.0,0.0
b0368,0.0,0.0
b0369,1.2406609010415825e-14,4.185684486105234e-13
b0381,6.932026377289837e-11,2.338695064891212e-09
b0383,0.0,0.0
b0386,3.3946632967376213e-08,1.1452758352243161e-06
b0388,0.0,0.0
b0394,0.0,0.0
b0401,0.0,0.0
b0403,0.0,0.0
b0404,0.0,0.0
b0405,6.491785445452268e-14,2.1901686112088245e-12
b0406,3.8950712672713613e-13,1.3141011667252947e-11
b0408,1.7954350246910927e-09,6.057355819265553e-08
b0409,1.7954350246910927e-09,6.057355819265553e-08
b0411,0.0,0.0
b0414,1.9327507011182868e-09,6.520625110687423e-08
b0415,1.9327507011182868e-09,1.0981943534494557e-10
b0416,1.9327507011182868e-09,8.78671806364019e-12
b0417,1.9327507011182868e-09,1.178437086462887e-09
b0418,1.9327507011182868e-09,5.139254367128286e-10
b0420,2.0423045731537584e-08,6.890232907779001e-07
b0421,2.0423045731537584e-08,5.4486159340473166e-11
b0423,2.295462162561399e-13,7.74432429861251e-12
b0425,1.6080941534025356e-12,5.4253138342980026e-11
b0428,1.2406260729487535e-09,4.085251715169473e-14
b0429,1.2406260729487535e-09,4.185566984693113e-08
b0430,1.2406260729487535e-09,4.185566984693113e-08
b0431,1.2406260729487535e-09,4.185566984693113e-08
b0432,1.2406260729487535e-09,4.185566984693113e-08
b0433,0.0,0.0
b0436,1.283581231497208e-07,4.330487116038842e-06
b0444,4.2196605395439815e-10,1.4236095972857382e-08
b0446,0.0,0.0
b0451,0.0,7.252555756854556e-52
b0452,1.510546689466223e-09,5.09621270270407e-08
b0455,4.313240759721055e-08,
b0459,0.0,0.0
b0462,0.0,0.0
b0463,0.0,0.0
b0469,0.0,0.0
b0474,8.258878358526167e-08,2.7863422623289877e-06
b0475,6.902527011422767e-16,2.328742704987223e-14
b0477,0.0,0.0
b0480,0.0,0.0
b0484,0.0,0.0
b0485,0.0,0.0
b0494,-6.481938247633321e-30,-2.186846409057715e-28
b0505,0.0,0.0
