,TranscriptionFlux,TranslationFlux
b0002,1.6023757680586596e-08,0.0
b0003,1.6023757680586596e-08,5.406021409752876e-07
b0004,1.6023757680586596e-08,1.25528964502817e-09
b0007,8.5387636439941e-37,2.8807686681493646e-35
b0008,0.0,0.0
b0009,-1.1645772538856528e-33,-3.9289969889176313e-32
b0014,1.8385480063842078e-13,3.101404203526261e-12
b0015,1.8385480063842078e-13,6.202808407052522e-12
b0019,0.0,0.0
b0023,1.283590162316689e-07,4.330517246425412e-06
b0025,1.6682065193612215e-11,5.628118160125564e-10
b0026,4.702508392888132e-10,1.5865105774967752e-08
b0027,4.702508392888132e-10,1.5373443995446857e-10
b0029,4.702508392888132e-10,2.6711065016968367e-10
b0030,1.3325295535113362e-64,5.947625043108711e-63
b0031,3.4410710779256356e-09,1.1609326782496874e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0367854197563414e-10,0.0
b0051,2.0367854197563414e-10,3.701296791816592e-12
b0052,2.0367854197563414e-10,2.5203488946494057e-09
b0053,2.0367854197563414e-10,6.871612642779428e-09
b0058,8.085421045711606e-14,2.727822034711605e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,-1.3128191513091977e-29
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7567331625541427e-10,5.926785263045062e-09
b0072,1.7567331625541427e-10,5.926785263045062e-09
b0073,1.7567331625541427e-10,2.507273694810909e-09
b0074,1.7567331625541427e-10,1.5545650853990372e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.3033932484376724e-09,2.126609721290938e-07
b0099,6.3033932484376724e-09,1.1648221815033697e-10
b0103,2.1769498215554328e-12,7.344492832380094e-11
b0104,0.0,0.0
b0109,3.7593015848803424e-08,1.2682958179156062e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.53201434834481e-09,2.5411162373635756e-07
b0115,7.53201434834481e-09,2.5411162373635756e-07
b0116,4.118075996896632e-09,1.3893374731436672e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,1.4775461602586556e-50,2.46465272324413e-49
b0124,-8.955941068048548e-28,-3.021514062271448e-26
b0125,2.383292189217219e-46,1.464998240530402e-45
b0126,0.0,0.0
b0131,3.1492064317345665e-12,1.062464730998434e-10
b0133,3.278047133016687e-12,6.796048193030742e-11
b0134,3.278047133016687e-12,1.105932412141826e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,-2.4346412496125258e-36
b0154,2.2588343277864314e-14,7.620751000180605e-13
b0155,0.0,0.0
b0156,1.2984987315736757e-13,4.380815089290134e-12
b0158,1.9638918415078682e-13,0.0
b0159,1.9638918415078682e-13,6.625687652836421e-12
b0160,0.0,0.0
b0166,1.0110663511201212e-10,3.4110889903547276e-09
b0168,1.112211277415645e-13,3.7523270744178296e-12
b0169,1.283590162316689e-07,4.330517246425412e-06
b0170,1.283590162316689e-07,2.615970397435867e-07
b0171,0.0,0.0
