,TranscriptionFlux,TranslationFlux
b0002,1.6020740222911687e-08,0.0
b0003,1.6020740222911687e-08,5.405003393809379e-07
b0004,1.6020740222911687e-08,1.2550532595654636e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,-8.589361953517956e-32,-2.897839292283594e-30
b0014,1.398233928516046e-13,2.3586485467633156e-12
b0015,1.398233928516046e-13,4.717297093526631e-12
b0019,0.0,0.0
b0023,1.2836814982081877e-07,4.330825391240606e-06
b0025,2.2091184078285698e-11,7.453021724029992e-10
b0026,4.700316098942162e-10,1.5857709514836626e-08
b0027,4.700316098942162e-10,1.5373728797023764e-10
b0029,4.700316098942162e-10,2.671703897536871e-10
b0030,0.0,0.0
b0031,3.4383793934132345e-09,1.1600245701521734e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.530608584873494e-10,0.0
b0051,2.530608584873494e-10,3.701560163453511e-12
b0052,2.530608584873494e-10,2.5203462834762334e-09
b0053,2.530608584873494e-10,8.537650445191781e-09
b0058,8.084792945872632e-14,2.727610129286882e-12
b0061,0.0,0.0
b0062,0.0,-3.4797294220815867e-38
b0063,0.0,3.126548056541768e-29
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7563015959537533e-10,5.92532926356732e-09
b0072,1.7563015959537533e-10,5.92532926356732e-09
b0073,1.7563015959537533e-10,2.5066577472055583e-09
b0074,1.7563015959537533e-10,1.5541831842752406e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.429765940776619e-09,2.1692447569680034e-07
b0099,6.429765940776619e-09,1.1648221815033697e-10
b0103,2.1769498222018546e-12,7.344492834560963e-11
b0104,0.0,0.0
b0109,3.7593109702562726e-08,1.26829898431042e-06
b0110,0.0,0.0
b0112,-2.476044845254169e-38,-7.530678044429741e-35
b0114,1.3623808473022395e-08,4.596337622901167e-07
b0115,1.3623808473022395e-08,4.596337622901167e-07
b0116,7.05338983257963e-09,2.3796401072924143e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,5.853030330875197e-30,1.9746683328814407e-28
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064326696897e-12,1.0624647313139215e-10
b0133,3.278047133990068e-12,6.796048195048755e-11
b0134,3.278047133990068e-12,1.1059324124702209e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.856743299697807e-14,9.637948693548306e-13
b0155,0.0,0.0
b0156,1.6936326368054015e-13,5.71389962163422e-12
b0158,1.9640460629944435e-13,7.874181228235897e-36
b0159,1.9640460629944435e-13,6.6262079581698455e-12
b0160,0.0,0.0
b0166,1.0102754718919127e-10,3.408420758517071e-09
b0168,1.1070394111207212e-13,3.734878470615857e-12
b0169,1.2836814982081877e-07,4.330825391240606e-06
b0170,1.2836814982081877e-07,2.616147906235457e-07
b0171,0.0,0.0
b0172,1.8898990239186856e-12,6.376054099940346e-11
b0173,4.009142192038599e-08,1.3525858888369575e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.0172669296205234e-11,6.805762061621351e-10
b0177,2.530608584873494e-10,8.537650445191781e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965248e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.275167832528093e-15,4.302102378911338e-14
b0194,5.829741313045181e-10,1.9668112174353206e-08
b0197,0.0,5.428831381004881e-30
b0198,0.0,5.428831381004881e-30
b0199,0.0,1.0857662762009762e-29
b0200,0.0,0.0
b0201,1.3939675889890245e-06,
b0202,1.3939675889890245e-06,
b0203,1.3939675889890245e-06,
b0204,1.3939675889890245e-06,
b0205,1.3939675889890245e-06,
b0206,0.0,
b0207,0.0,4.867926664508229e-30
b0212,0.0,0.0
b0216,0.0,
b0221,1.583624027510134e-09,5.34275765296362e-08
b0222,0.0,0.0
b0237,0.0,0.0
b0238,8.292970493277356e-10,2.7978441094015005e-08
b0241,0.0,0.0
b0242,2.3503120264330896e-08,2.472707555003533e-07
b0243,2.3503120264330896e-08,7.929374237786038e-07
b0244,4.15141805049696e-07,
b0260,8.895934609913695e-31,2.2003186044476357e-29
b0261,8.895934609913695e-31,3.0012693601339153e-29
b0273,0.0,0.0
b0306,0.0,0.0
b0307,0.0,0.0
b0308,0.0,0.0
b0311,0.0,1.460109139868505e-29
b0312,0.0,2.3221236503208862e-29
b0314,0.0,0.0
b0323,0.0,0.0
b0331,0.0,0.0
b0333,0.0,0.0
b0334,0.0,0.0
b0336,0.0,0.0
b0337,0.0,0.0
b0339,1.390467641459667e-09,4.691095552703321e-08
b0340,1.390467641459667e-09,0.0
b0341,0.0,0.0
b0343,0.0,0.0
b0344,0.0,0.0
b0347,1.4439209877965902e-13,0.0
b0348,1.4439209877965902e-13,0.0
b0349,1.4439209877965902e-13,0.0
b0350,1.4439209877965902e-13,0.0
b0351,1.4439209877965902e-13,4.871433985473333e-12
b0352,1.4439209877965902e-13,0.0
b0353,0.0,0.0
b0355,1.5332350516037966e-30,5.150521729790476e-29
b0356,1.5332350516037966e-30,5.172757651718463e-29
b0365,0.0,0.0
b0366,0.0,0.0
b0367,0.0,0.0
b0368,0.0,0.0
b0369,1.5688650543070594e-14,5.292964510361087e-13
b0381,6.932026377289837e-11,2.338695064891212e-09
b0383,0.0,3.1611515907122163e-29
b0386,3.3967652008630774e-08,1.1459849659369723e-06
b0388,0.0,0.0
b0394,0.0,0.0
b0401,0.0,0.0
b0403,0.0,0.0
b0404,0.0,0.0
b0405,6.494274287053877e-14,2.191008285101302e-12
b0406,3.8965645722323257e-13,1.3146049710607811e-11
b0408,1.964204084032996e-09,6.626741082256363e-08
b0409,1.964204084032996e-09,6.626741082256363e-08
b0411,0.0,0.0
b0414,1.9749096406488543e-09,6.662858995059531e-08
b0415,1.9749096406488543e-09,1.1221491807911804e-10
b0416,1.9749096406488543e-09,8.788567824782409e-12
b0417,1.9749096406488543e-09,1.1547873789744925e-09
b0418,1.9749096406488543e-09,5.139349537668768e-10
b0420,2.0426879933364378e-08,6.891526473094837e-07
b0421,2.0426879933364378e-08,5.452186937110961e-11
b0423,2.29441428710517e-13,7.740789024762237e-12
b0425,1.6080941538799056e-12,5.4253138359085316e-11
b0428,1.7814909897394723e-09,5.866263236024033e-14
b0429,1.7814909897394723e-09,6.010312077722875e-08
b0430,1.7814909897394723e-09,6.010312077722875e-08
b0431,1.7814909897394723e-09,6.010312077722875e-08
b0432,1.7814909897394723e-09,6.010312077722875e-08
b0433,0.0,0.0
b0436,1.2836814982081877e-07,4.330825391240606e-06
b0444,4.2212782865850265e-10,1.4241553853158485e-08
b0446,0.0,0.0
b0451,0.0,0.0
b0452,1.5105477887642358e-09,5.0962164114649684e-08
b0455,4.464007374114073e-08,
b0459,0.0,0.0
b0462,0.0,0.0
b0463,0.0,0.0
b0469,0.0,0.0
b0474,8.263946295844834e-08,2.7880520596308527e-06
b0475,9.911761444812817e-16,3.34398432921507e-14
b0477,0.0,0.0
b0480,0.0,0.0
b0484,0.0,0.0
b0485,0.0,0.0
b0494,0.0,0.0
b0505,0.0,0.0
b0507,0.0,0.0
b0508,0.0,9.344449053924475e-29
b0509,0.0,0.0
b0511,0.0,4.476640707460176e-34
b0512,0.0,0.0
b0514,0.0,1.1160980600636159e-28
b0516,0.0,0.0
b0517,0.0,0.0
b0521,0.0,0.0
b0522,1.56946584951316e-08,5.409219908250743e-08
b0523,1.56946584951316e-08,5.29499144549815e-07
b0524,1.3016898115633559e-12,4.3915810076772714e-11
b0526,7.591037794283627e-11,2.561029295135862e-09
b0529,3.1023739479546296e-09,1.0466646037727847e-07
b0536,2.2492073574074693e-09,
b0572,-3.3203683129021284e-36,-1.1202105364811554e-34
b0573,-3.3203683129021284e-36,0.0
b0574,-3.3203683129021284e-36,0.0
b0575,-3.3203683129021284e-36,-1.5754575703238242e-35
b0576,0.0,0.0
b0578,0.0,0.0
b0583,0.0,0.0
b0584,0.0,0.0
b0585,0.0,0.0
b0586,0.0,0.0
b0588,0.0,0.0
b0589,0.0,0.0
b0590,0.0,0.0
b0591,0.0,0.0
b0592,0.0,0.0
b0593,0.0,0.0
b0594,0.0,0.0
b0595,0.0,0.0
b0596,0.0,0.0
b0604,0.0,0.0
b0612,0.0,0.0
b0613,0.0,0.0
b0615,0.0,0.0
b0616,0.0,0.0
b0617,0.0,0.0
b0621,0.0,0.0
b0622,0.0,0.0
b0627,-2.594253560993513e-31,-8.752372928136517e-30
b0628,1.1767544225347304e-15,3.970079758477259e-14
b0630,2.941886685513455e-16,9.925201518880219e-15
b0632,0.0,0.0
b0635,1.0971636736822108e-13,0.0
b0636,1.0971636736822108e-13,3.701560163453506e-12
b0638,7.508036189287158e-09,0.0
b0639,7.508036189287158e-09,2.5330265967302065e-07
b0642,7.508036189287158e-09,2.7242848395085094e-08
b0650,0.0,0.0
b0651,0.0,0.0
b0652,0.0,0.0
b0653,0.0,0.0
b0654,0.0,0.0
b0655,0.0,0.0
b0657,4.556861436881101e-12,1.5373728797023764e-10
b0661,5.554631667613496e-14,1.873995995008744e-12
b0662,0.0,0.0
b0664,5.43160345868207e-07,
b0665,5.43160345868207e-07,
b0666,5.43160345868207e-07,
b0668,5.43160345868207e-07,
b0670,5.43160345868207e-07,
b0672,5.43160345868207e-07,
b0673,5.43160345868207e-07,
b0674,5.267817438134482e-10,1.777231934037962e-08
b0677,0.0,0.0
b0678,0.0,0.0
b0679,0.0,0.0
b0680,3.5722862338937656e-10,1.2052014419559173e-08
b0684,2.1499186107698811e-16,7.253296181038269e-15
b0688,0.0,0.0
b0692,0.0,0.0
b0693,0.0,0.0
b0696,0.0,0.0
b0697,0.0,0.0
b0698,0.0,0.0
b0709,0.0,0.0
b0720,1.149691073155555e-08,3.8787746794316004e-07
b0721,1.1187893003097157e-08,3.7745197044538383e-07
b0722,1.1187893003097157e-08,3.7745197044538383e-07
b0723,1.1187893003097157e-08,3.7745197044538383e-07
b0724,1.1187893003097157e-08,3.7745197044538383e-07
b0726,1.1187893003097157e-08,4.8882777505098445e-08
b0727,1.1187893003097157e-08,9.776555501019689e-08
b0728,1.1187893003097157e-08,2.4752838675373747e-07
b0729,1.1187893003097157e-08,2.4752838675373747e-07
b0731,4.644480628634942e-31,1.4655824820731517e-29
b0732,4.644480628634942e-31,1.5669334382160878e-29
b0733,0.0,0.0
b0734,0.0,0.0
b0736,0.0,0.0
b0743,0.0,
b0744,0.0,
b0745,0.0,
b0746,1.7873041288337074e-06,
b0747,1.7873041288337074e-06,
b0748,0.0,
b0749,0.0,
b0750,3.7593109702562726e-08,1.26829898431042e-06
b0751,3.7593109702562726e-08,0.0
b0752,0.0,0.0
b0754,0.0,0.0
b0755,-2.109408088171782e-42,-1.3503549629313996e-40
b0756,0.0,0.0
b0757,0.0,0.0
b0758,0.0,0.0
b0759,0.0,0.0
b0763,-9.27873067522456e-36,-1.5652076649401269e-34
b0764,-9.27873067522456e-36,-3.1304153298802537e-34
b0765,-9.27873067522456e-36,-3.1304153298802537e-34
b0766,0.0,0.0
b0767,3.2874924567767585e-08,1.1091190318777733e-06
b0774,2.0240081366477558e-16,6.8285052347541715e-15
b0775,3.3545941144367e-16,7.950170570666125e-15
b0776,3.3545941144367e-16,7.522891299459459e-15
b0777,3.3545941144367e-16,8.450401645854419e-15
b0778,3.3545941144367e-16,1.131757479436116e-14
b0781,-8.589361953517956e-32,-2.8978391060836677e-30
