,TranscriptionFlux,TranslationFlux
b0002,1.602366749528606e-08,0.0
b0003,1.602366749528606e-08,5.405990983452425e-07
b0004,1.602366749528606e-08,1.2552825799766288e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.838520088676141e-13,3.1013571097887842e-12
b0015,1.838520088676141e-13,6.2027142195775685e-12
b0019,0.0,0.0
b0023,1.2835895547364781e-07,4.3305151965993384e-06
b0025,1.6682017402612726e-11,5.628102036618733e-10
b0026,4.702488825222749e-10,1.5865039758481416e-08
b0027,4.702488825222749e-10,1.5373443988124238e-10
b0029,4.702488825222749e-10,2.671106220530334e-10
b0030,0.0,0.0
b0031,3.441127036387041e-09,1.160951557257124e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0367727229202858e-10,0.0
b0051,2.0367727229202858e-10,3.701295039828496e-12
b0052,2.0367727229202858e-10,2.52035097273779e-09
b0053,2.0367727229202858e-10,6.8715698067799565e-09
b0058,8.085397505881565e-14,2.727814092952392e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7567287922003546e-10,5.9267705185471615e-09
b0072,1.7567287922003546e-10,5.9267705185471615e-09
b0073,1.7567287922003546e-10,2.5072674572824536e-09
b0074,1.7567287922003546e-10,1.5545612179935854e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.3033899996726066e-09,2.1266086252375745e-07
b0099,6.3033899996726066e-09,1.1648221815033697e-10
b0103,2.176949821555421e-12,7.344492832380054e-11
b0104,0.0,0.0
b0109,3.7593015717862414e-08,1.2682958134979787e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.53201404550332e-09,2.541116135192311e-07
b0115,7.53201404550332e-09,2.541116135192311e-07
b0116,4.118074682469334e-09,1.389337029688252e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
