,TranscriptionFlux,TranslationFlux
b0002,1.602365079819861e-08,0.0
b0003,1.602365079819861e-08,5.405985350266125e-07
b0004,1.602365079819861e-08,1.255281271938814e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.838950015783364e-13,3.1020823439044675e-12
b0015,1.838950015783364e-13,6.204164687808935e-12
b0019,0.0,0.0
b0023,1.2835880964200578e-07,4.330510276598707e-06
b0025,1.6682176554083056e-11,5.628155730407239e-10
b0026,4.702483840307171e-10,1.586502294060332e-08
b0027,4.702483840307171e-10,1.5373444011111003e-10
b0029,4.702483840307171e-10,2.6711061483772373e-10
b0030,0.0,0.0
b0031,3.4411250479049386e-09,1.16095088639221e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0368125801328773e-10,0.0
b0051,2.0368125801328773e-10,3.701290834699751e-12
b0052,2.0368125801328773e-10,2.5203470814230204e-09
b0053,2.0368125801328773e-10,6.871704275204217e-09
b0058,8.085385284889523e-14,2.7278099698905024e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.756726399222683e-10,5.9267624452295405e-09
b0072,1.756726399222683e-10,5.9267624452295405e-09
b0073,1.756726399222683e-10,2.5072640419373712e-09
b0074,1.756726399222683e-10,1.5545591004041772e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.303400199698437e-09,2.1266120664752117e-07
b0099,6.303400199698437e-09,1.1648221815033697e-10
b0103,2.1769498215554687e-12,7.344492832380216e-11
b0104,0.0,0.0
b0109,3.7593015547720805e-08,1.2682958077578198e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.532150191324077e-09,2.541162067440947e-07
b0115,7.532150191324077e-09,2.541162067440947e-07
b0116,4.11815561318255e-09,1.389364333718747e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
