,TranscriptionFlux,TranslationFlux
b0002,1.6023684204083728e-08,0.0
b0003,1.6023684204083728e-08,5.405996620589465e-07
b0004,1.6023684204083728e-08,1.2552838889318137e-09
b0007,2.7870513325833363e-37,9.402825151481094e-36
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.838520732275989e-13,3.101358195462515e-12
b0015,1.838520732275989e-13,6.20271639092503e-12
b0019,0.0,0.0
b0023,1.2835892160262937e-07,4.330514053874552e-06
b0025,1.668203853779603e-11,5.628109167109327e-10
b0026,4.702516663457561e-10,1.5865133677833172e-08
b0027,4.702516663457561e-10,1.5373443988456948e-10
b0029,4.702516663457561e-10,2.67110643889706e-10
b0030,0.0,0.0
b0031,3.4411216343413456e-09,1.1609497347398801e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0367732998133548e-10,0.0
b0051,2.0367732998133548e-10,3.7012940631406435e-12
b0052,2.0367732998133548e-10,2.5203490949297766e-09
b0053,2.0367732998133548e-10,6.8715717530751666e-09
b0058,8.085415424967985e-14,2.727820138411064e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7567231384091353e-10,5.926751444047293e-09
b0072,1.7567231384091353e-10,5.926751444047293e-09
b0073,1.7567231384091353e-10,2.507259387985248e-09
b0074,1.7567231384091353e-10,1.5545562148510383e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.303390147276188e-09,2.1266086750353898e-07
b0099,6.303390147276188e-09,1.1648221815033697e-10
b0103,2.176949821555422e-12,7.344492832380057e-11
b0104,0.0,0.0
b0109,3.759301592558241e-08,1.26829582050594e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.532017010190749e-09,2.541117135404873e-07
b0115,7.532017010190749e-09,2.541117135404873e-07
b0116,4.1180762834064835e-09,1.3893375698050385e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,0.0
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064317345508e-12,1.0624647309984285e-10
b0133,3.2780471330166703e-12,6.796048193030707e-11
b0134,3.2780471330166703e-12,1.1059324121418204e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.258821172991971e-14,7.620706619142205e-13
b0155,0.0,0.0
b0156,1.298494651459751e-13,4.38080132399009e-12
b0158,1.963891648348097e-13,0.0
b0159,1.963891648348097e-13,6.625687001162901e-12
b0160,0.0,0.0
b0166,1.0110812057655498e-10,3.411139106271869e-09
b0168,1.1122029729142562e-13,3.752299057074333e-12
b0169,1.2835892160262937e-07,4.330514053874552e-06
b0170,1.2835892160262937e-07,2.615968467838336e-07
b0171,0.0,0.0
b0172,1.8881935762103307e-12,6.370300339175635e-11
b0173,4.0082456493329976e-08,1.3522834173968714e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.0172472828391655e-11,6.805695778217189e-10
b0177,2.0367732998133548e-10,6.8715717530751666e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965327e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.2806390425185095e-15,4.3205608946571664e-14
b0194,5.827151854660315e-10,1.9659375979168973e-08
b0197,0.0,0.0
b0198,0.0,0.0
b0199,0.0,0.0
b0200,0.0,0.0
b0201,1.393944893811074e-06,
b0202,1.393944893811074e-06,
b0203,1.393944893811074e-06,
b0204,1.393944893811074e-06,
b0205,1.393944893811074e-06,
b0206,0.0,
b0207,0.0,0.0
b0212,0.0,0.0
b0216,0.0,
b0221,1.583623280868701e-09,5.3427551339792143e-08
b0222,0.0,0.0
b0237,0.0,0.0
b0238,8.198657351688378e-10,2.7660251769878647e-08
b0241,0.0,0.0
b0242,2.3492680632695304e-08,2.471609226112456e-07
b0243,2.3492680632695304e-08,7.925852163048206e-07
b0244,4.162878845954693e-07,
b0260,0.0,0.0
b0261,0.0,0.0
b0273,0.0,0.0
b0306,0.0,0.0
b0307,0.0,0.0
b0308,0.0,0.0
b0311,0.0,0.0
b0312,0.0,0.0
b0314,0.0,0.0
b0323,0.0,0.0
b0331,0.0,0.0
b0333,0.0,0.0
b0334,0.0,0.0
b0336,0.0,0.0
b0337,0.0,0.0
b0339,1.37867118340937e-09,4.6512972069904304e-08
b0340,1.37867118340937e-09,0.0
b0341,0.0,0.0
b0343,0.0,0.0
b0344,0.0,0.0
b0347,1.4431856782026468e-13,0.0
b0348,1.4431856782026468e-13,0.0
b0349,1.4431856782026468e-13,0.0
b0350,1.4431856782026468e-13,0.0
b0351,1.4431856782026468e-13,4.868953231902982e-12
b0352,1.4431856782026468e-13,0.0
b0353,0.0,0.0
b0355,0.0,0.0
b0356,0.0,0.0
b0365,0.0,0.0
b0366,0.0,0.0
b0367,0.0,0.0
b0368,0.0,0.0
b0369,1.2404984384179196e-14,4.1851363772038677e-13
b0381,6.932026377289837e-11,2.338695064891212e-09
b0383,0.0,0.0
b0386,3.3952564234305155e-08,1.1454759415704303e-06
b0388,0.0,0.0
b0394,0.0,0.0
b0401,0.0,0.0
b0403,0.0,0.0
b0404,0.0,0.0
b0405,6.490967110117375e-14,2.189892525010507e-12
b0406,3.894580266070425e-13,1.3139355150063042e-11
b0408,1.7953672629539285e-09,6.057127207844204e-08
b0409,1.7953672629539285e-09,6.057127207844204e-08
b0411,0.0,0.0
b0414,1.9327304150238092e-09,6.520556670398165e-08
b0415,1.9327304150238092e-09,1.0981828268338419e-10
b0416,1.9327304150238092e-09,8.787134801953177e-12
b0417,1.9327304150238092e-09,1.1712259472936477e-09
b0418,1.9327304150238092e-09,5.139254327795125e-10
b0420,2.0422829475874527e-08,6.890159948441512e-07
b0421,2.0422829475874527e-08,5.448615208211916e-11
b0423,2.295289856192409e-13,7.74374297933749e-12
b0425,1.608094153402391e-12,5.425313834297515e-11
b0428,1.2405161377578903e-09,4.084889710100561e-14
b0429,1.2405161377578903e-09,4.18519609042016e-08
b0430,1.2405161377578903e-09,4.18519609042016e-08
b0431,1.2405161377578903e-09,4.18519609042016e-08
b0432,1.2405161377578903e-09,4.18519609042016e-08
b0433,0.0,0.0
b0436,1.2835892160262937e-07,4.330514053874552e-06
b0444,4.219128621576301e-10,1.4234301412568318e-08
b0446,0.0,0.0
b0451,0.0,0.0
b0452,1.5105466891031671e-09,5.096212701479208e-08
b0455,4.3131863780900484e-08,
b0459,0.0,0.0
b0462,0.0,0.0
b0463,0.0,0.0
b0469,0.0,0.0
b0474,8.258351598434891e-08,2.7861645464406173e-06
b0475,6.901915360063035e-16,2.32853634887451e-14
b0477,0.0,0.0
b0480,0.0,0.0
b0484,0.0,0.0
b0485,0.0,0.0
b0494,1.6264739154041215e-30,5.487322627034001e-29
b0505,0.0,0.0
b0507,0.0,0.0
b0508,0.0,0.0
b0509,0.0,0.0
b0511,0.0,0.0
b0512,0.0,0.0
b0514,0.0,0.0
b0516,0.0,0.0
b0517,0.0,0.0
b0521,0.0,0.0
b0522,1.5518904092921715e-08,5.348645528012313e-08
b0523,1.5518904092921715e-08,5.235696236462626e-07
b0524,1.3016898115633559e-12,4.3915810076772714e-11
b0526,7.600900756575405e-11,2.5643568158320548e-09
b0529,3.079357000684534e-09,1.0388992523358966e-07
b0536,2.301566293778117e-09,
b0572,0.0,0.0
b0573,0.0,0.0
b0574,0.0,0.0
b0575,0.0,0.0
b0576,0.0,0.0
b0578,0.0,0.0
b0583,0.0,0.0
b0584,0.0,0.0
b0585,0.0,0.0
b0586,0.0,0.0
b0588,0.0,0.0
b0589,0.0,0.0
b0590,0.0,0.0
b0591,0.0,0.0
b0592,0.0,0.0
b0593,0.0,0.0
b0594,0.0,0.0
b0595,0.0,0.0
b0596,0.0,0.0
b0604,0.0,0.0
b0612,0.0,0.0
b0613,0.0,0.0
b0615,0.0,0.0
b0616,0.0,0.0
b0617,0.0,0.0
b0621,0.0,0.0
b0622,0.0,0.0
b0627,0.0,0.0
b0628,8.373808999650587e-16,2.825117031577277e-14
b0630,2.0934526976360477e-16,7.062794089451737e-15
b0632,0.0,0.0
b0635,1.0970848000224723e-13,0.0
b0636,1.0970848000224723e-13,3.7012940631406395e-12
b0638,7.508017460297523e-09,0.0
b0639,7.508017460297523e-09,2.533020278030126e-07
b0642,7.508017460297523e-09,2.724938714516681e-08
b0650,0.0,0.0
b0651,0.0,0.0
b0652,0.0,0.0
b0653,0.0,0.0
b0654,0.0,0.0
b0655,0.0,0.0
b0657,4.556777017987535e-12,1.5373443988456948e-10
b0661,5.5550225943597194e-14,1.87412788407009e-12
b0662,0.0,0.0
b0664,5.430013267727891e-07,
b0665,5.430013267727891e-07,
b0666,5.430013267727891e-07,
b0668,5.430013267727891e-07,
b0670,5.430013267727891e-07,
b0672,5.430013267727891e-07,
b0673,5.430013267727891e-07,
b0674,5.265900825272518e-10,1.7765853160365837e-08
b0677,0.0,0.0
b0678,0.0,0.0
b0679,0.0,0.0
b0680,3.5749019860517314e-10,1.2060839323461522e-08
b0684,2.1239349013187087e-16,7.165633541351688e-15
b0688,0.0,0.0
b0692,0.0,0.0
b0693,0.0,0.0
b0696,0.0,0.0
b0697,0.0,0.0
b0698,0.0,0.0
b0709,0.0,0.0
b0720,7.654530314185218e-09,2.582450108455013e-07
b0721,7.000205128499233e-09,2.3616968973000207e-07
b0722,7.000205128499233e-09,2.3616968973000207e-07
b0723,7.000205128499233e-09,2.3616968973000207e-07
b0724,7.000205128499233e-09,2.3616968973000207e-07
b0726,1.1165820785858704e-08,7.12674012615613e-08
b0727,1.1165820785858704e-08,1.425348025231226e-07
b0728,1.1165820785858704e-08,3.7670730816746907e-07
b0729,1.1165820785858704e-08,3.7670730816746907e-07
b0731,0.0,0.0
b0732,0.0,0.0
b0733,0.0,0.0
b0734,0.0,0.0
b0736,0.0,0.0
b0743,0.0,
b0744,0.0,
b0745,0.0,
b0746,1.788856190810406e-06,
b0747,1.788856190810406e-06,
b0748,0.0,
b0749,0.0,
b0750,3.759301592558241e-08,1.26829582050594e-06
b0751,3.759301592558241e-08,0.0
b0752,0.0,0.0
b0754,0.0,0.0
b0755,0.0,0.0
b0756,0.0,0.0
b0757,0.0,0.0
b0758,0.0,0.0
b0759,0.0,0.0
b0763,0.0,0.0
b0764,0.0,0.0
b0765,0.0,0.0
b0766,0.0,0.0
b0767,1.6992775450138904e-08,5.732944152411264e-07
b0774,2.0240081366477622e-16,6.8285052347541936e-15
b0775,3.3545941144367106e-16,7.95017057066615e-15
b0776,3.3545941144367106e-16,7.522891299459484e-15
b0777,3.3545941144367106e-16,8.450401645854446e-15
b0778,3.3545941144367106e-16,1.1317574794361196e-14
b0781,0.0,0.0
b0783,0.0,0.0
b0784,0.0,0.0
b0785,0.0,0.0
b0789,0.0,0.0
b0805,0.0,0.0
b0807,5.485424000112362e-14,1.8506470315703197e-12
b0809,0.0,0.0
b0810,0.0,0.0
b0811,0.0,0.0
b0813,0.0,0.0
b0822,0.0,0.0
b0825,0.0,0.0
b0826,0.0,0.0
b0827,0.0,0.0
b0828,0.0,0.0
b0829,0.0,0.0
b0830,0.0,0.0
b0831,0.0,0.0
b0832,0.0,0.0
b0837,0.0,0.0
b0839,0.0,0.0
b0841,1.0570039466614879e-10,3.566071129974868e-09
b0842,0.0,0.0
b0849,0.0,0.0
b0854,0.0,0.0
b0855,0.0,0.0
b0856,0.0,0.0
b0857,0.0,0.0
b0859,5.485424000112362e-14,1.8506470315703197e-12
b0860,0.0,0.0
b0861,0.0,0.0
b0862,0.0,0.0
b0863,0.0,0.0
b0864,0.0,0.0
b0870,0.0,0.0
b0871,0.0,0.0
b0875,0.0,0.0
b0883,0.0,
b0884,3.0783106327508676e-11,1.0385462335518735e-09
b0886,0.0,0.0
b0887,0.0,0.0
