,TranscriptionFlux,TranslationFlux
b0002,1.6023625211094853e-08,0.0
b0003,1.6023625211094853e-08,5.405976717807155e-07
b0004,1.6023625211094853e-08,1.25527926746352e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.8464202543746729e-13,3.11468371699235e-12
b0015,1.8464202543746729e-13,6.2293674339847e-12
b0019,0.0,0.0
b0023,1.2835898240847357e-07,4.330516105314058e-06
b0025,1.6682091051155925e-11,5.628126883824317e-10
b0026,4.702471204583566e-10,1.5864980310782212e-08
b0027,4.702471204583566e-10,1.537344398804275e-10
b0029,4.702471204583566e-10,2.671105925297403e-10
b0030,0.0,0.0
b0031,3.44112258087985e-09,1.160950054078672e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0367725816287038e-10,0.0
b0051,2.0367725816287038e-10,3.701295816507744e-12
b0052,2.0367725816287038e-10,2.5203350537635536e-09
b0053,2.0367725816287038e-10,6.8715693300969396e-09
b0058,8.085395739556495e-14,2.7278134970377926e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7567215870826672e-10,5.926746210253656e-09
b0072,1.7567215870826672e-10,5.926746210253656e-09
b0073,1.7567215870826672e-10,2.5072571738754854e-09
b0074,1.7567215870826672e-10,1.5545548420540677e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.303389963521059e-09,2.1266086130409325e-07
b0099,6.303389963521059e-09,1.1648221815033697e-10
b0103,2.176949821555421e-12,7.344492832380054e-11
b0104,0.0,0.0
b0109,3.7593015911285385e-08,1.2682958200235935e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.532014813471838e-09,2.5411163942859857e-07
b0115,7.532014813471838e-09,2.5411163942859857e-07
b0116,4.118075231513521e-09,1.389337214922246e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,0.0
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064317345495e-12,1.0624647309984283e-10
b0133,3.2780471330166695e-12,6.796048193030705e-11
b0134,3.2780471330166695e-12,1.1059324121418201e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.2588259870577365e-14,7.620722860615095e-13
b0155,0.0,0.0
b0156,1.298494583785766e-13,4.3808010956747226e-12
b0158,1.9639136815534861e-13,0.0
b0159,1.9639136815534861e-13,6.625761335774316e-12
b0160,0.0,0.0
b0166,1.0110814838804768e-10,3.4111400445631737e-09
b0168,1.1122033661448291e-13,3.75230038373749e-12
b0169,1.2835898240847357e-07,4.330516105314058e-06
b0170,1.2835898240847357e-07,2.6159697332302506e-07
b0171,0.0,0.0
b0172,1.888189714072397e-12,6.370287309272928e-11
b0173,4.008244878628558e-08,1.3522831573801646e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.0172472828105932e-11,6.805695778120793e-10
b0177,2.0367725816287038e-10,6.8715693300969396e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965327e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.2805124413135667e-15,4.3201337733551205e-14
b0194,5.8270925497891e-10,1.9659175899131645e-08
b0197,0.0,0.0
b0198,0.0,0.0
b0199,0.0,0.0
b0200,0.0,0.0
b0201,1.3939041062368981e-06,
b0202,1.3939041062368981e-06,
b0203,1.3939041062368981e-06,
b0204,1.3939041062368981e-06,
b0205,1.3939041062368981e-06,
b0206,0.0,
b0207,0.0,0.0
b0212,0.0,0.0
b0216,0.0,
b0221,1.5836232808676228e-09,5.342755133975577e-08
b0222,0.0,0.0
b0237,0.0,0.0
b0238,8.198643066329391e-10,2.7660203574593822e-08
b0241,0.0,0.0
b0242,2.349244153983585e-08,2.4715840717196234e-07
b0243,2.349244153983585e-08,7.925771499002799e-07
b0244,4.162687272334863e-07,
b0260,0.0,0.0
b0261,0.0,0.0
b0273,0.0,0.0
b0306,0.0,0.0
b0307,0.0,0.0
b0308,0.0,0.0
b0311,0.0,0.0
b0312,0.0,0.0
b0314,0.0,0.0
b0323,0.0,0.0
b0331,0.0,0.0
b0333,0.0,0.0
b0334,0.0,0.0
b0336,0.0,0.0
b0337,0.0,0.0
b0339,1.378669217874887e-09,4.651290575760909e-08
b0340,1.378669217874887e-09,0.0
b0341,0.0,0.0
b0343,0.0,0.0
b0344,0.0,0.0
b0347,1.4431862972609075e-13,0.0
b0348,1.4431862972609075e-13,0.0
b0349,1.4431862972609075e-13,0.0
b0350,1.4431862972609075e-13,0.0
b0351,1.4431862972609075e-13,4.8689553204531695e-12
b0352,1.4431862972609075e-13,0.0
b0353,0.0,0.0
b0355,0.0,0.0
b0356,0.0,0.0
b0365,0.0,0.0
b0366,0.0,0.0
b0367,0.0,0.0
b0368,0.0,0.0
b0369,1.2405010822044822e-14,4.1851452966889504e-13
b0381,6.932026377289837e-11,2.338695064891212e-09
b0383,0.0,0.0
b0386,3.395221868771575e-08,1.1454642836790818e-06
b0388,0.0,0.0
b0394,0.0,0.0
b0401,0.0,0.0
b0403,0.0,0.0
b0404,0.0,0.0
b0405,6.490969894434646e-14,2.1898934643706173e-12
b0406,3.894581936660788e-13,1.3139360786223703e-11
b0408,1.7953726876951e-09,6.057145509585593e-08
b0409,1.7953726876951e-09,6.057145509585593e-08
b0411,0.0,0.0
b0414,1.9327307689109184e-09,6.520557864326161e-08
b0415,1.9327307689109184e-09,1.098183027913487e-10
b0416,1.9327307689109184e-09,8.787134641387004e-12
b0417,1.9327307689109184e-09,1.1784372874985089e-09
b0418,1.9327307689109184e-09,5.139254327656661e-10
b0420,2.0423041872727768e-08,6.890231605911556e-07
b0421,2.0423041872727768e-08,5.4486152065798856e-11
b0423,2.29553922940317e-13,7.744584303166312e-12
b0425,1.6080941534023906e-12,5.4253138342975134e-11
b0428,1.2405158905701713e-09,4.0848888961372936e-14
b0429,1.2405158905701713e-09,4.1851952564696426e-08
b0430,1.2405158905701713e-09,4.1851952564696426e-08
b0431,1.2405158905701713e-09,4.1851952564696426e-08
b0432,1.2405158905701713e-09,4.1851952564696426e-08
b0433,0.0,0.0
b0436,1.2835898240847357e-07,4.330516105314058e-06
b0444,4.2191304313825267e-10,1.4234307518409034e-08
b0446,0.0,0.0
b0451,0.0,0.0
b0452,1.5105466891018742e-09,5.0962127014748466e-08
b0455,4.313205294714761e-08,
b0459,0.0,0.0
b0462,0.0,0.0
b0463,0.0,0.0
b0469,0.0,0.0
b0474,8.258352854441897e-08,2.7861649701864636e-06
