,TranscriptionFlux,TranslationFlux
b0002,1.602366750704281e-08,0.0
b0003,1.602366750704281e-08,5.405990987418864e-07
b0004,1.602366750704281e-08,1.2552825808976441e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.8385200899665735e-13,3.1013571119655848e-12
b0015,1.8385200899665735e-13,6.2027142239311695e-12
b0019,0.0,0.0
b0023,1.2835895544859888e-07,4.3305151957542494e-06
b0025,1.66820173840985e-11,5.628102030372488e-10
b0026,4.70248882244444e-10,1.586503974910809e-08
b0027,4.70248882244444e-10,1.5373443988124532e-10
b0029,4.70248882244444e-10,2.6711062205983595e-10
b0030,0.0,0.0
b0031,3.4411270439412134e-09,1.1609515598057158e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0367727234325712e-10,0.0
b0051,2.0367727234325712e-10,3.701295039106197e-12
b0052,2.0367727234325712e-10,2.520350956667175e-09
b0053,2.0367727234325712e-10,6.871569808508282e-09
b0058,8.085397499486545e-14,2.72781409079487e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7567287871832123e-10,5.926770501620559e-09
b0072,1.7567287871832123e-10,5.926770501620559e-09
b0073,1.7567287871832123e-10,2.5072674501218054e-09
b0074,1.7567287871832123e-10,1.5545612135538252e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.3033899998019395e-09,2.1266086252812084e-07
b0099,6.3033899998019395e-09,1.1648221815033697e-10
b0103,2.176949821555421e-12,7.344492832380054e-11
b0104,0.0,0.0
b0109,3.759301571820471e-08,1.268295813509527e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.532014047737345e-09,2.5411161359460164e-07
b0115,7.532014047737345e-09,2.5411161359460164e-07
b0116,4.118074683658935e-09,1.3893370300895944e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,0.0
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064317345495e-12,1.0624647309984283e-10
b0133,3.2780471330166695e-12,6.796048193030705e-11
b0134,3.2780471330166695e-12,1.1059324121418201e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.2588195742582277e-14,7.62070122540809e-13
b0155,0.0,0.0
b0156,1.2984944599274832e-13,4.380800677807365e-12
b0158,1.963891320902566e-13,0.0
b0159,1.963891320902566e-13,6.6256858964422815e-12
b0160,0.0,0.0
b0166,1.0110827952312352e-10,3.411144468737838e-09
b0168,1.1122031844179596e-13,3.7522997706357656e-12
b0169,1.2835895544859888e-07,4.3305151957542494e-06
b0170,1.2835895544859888e-07,2.6159691587398315e-07
b0171,0.0,0.0
b0172,1.8881938710032572e-12,6.370301333734404e-11
b0173,4.008245321755331e-08,1.3522833068802298e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.0172472828162345e-11,6.805695778139825e-10
b0177,2.0367727234325715e-10,6.871569808508282e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965327e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.2805389151658086e-15,4.3202230896159314e-14
b0194,5.827118288300911e-10,1.9659262734534847e-08
b0197,0.0,0.0
b0198,0.0,0.0
b0199,0.0,0.0
b0200,0.0,0.0
