,TranscriptionFlux,TranslationFlux
b0002,1.6023667467308578e-08,0.0
b0003,1.6023667467308578e-08,5.405990974013512e-07
b0004,1.6023667467308578e-08,1.255282577784893e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.8385204531072718e-13,3.101357724539249e-12
b0015,1.8385204531072718e-13,6.202715449078498e-12
b0019,0.0,0.0
b0023,1.283589555057995e-07,4.330515197684057e-06
b0025,1.6682019981418057e-11,5.628102906644172e-10
b0026,4.702488799380341e-10,1.5865039671295494e-08
b0027,4.702488799380341e-10,1.5373443987876326e-10
b0029,4.702488799380341e-10,2.671106221592728e-10
b0030,0.0,0.0
b0031,3.4411270149534282e-09,1.1609515500259506e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0367722930625386e-10,0.0
b0051,2.0367722930625386e-10,3.701295040755605e-12
b0052,2.0367722930625386e-10,2.5203282480962914e-09
b0053,2.0367722930625386e-10,6.871568356545729e-09
b0058,8.085397520012925e-14,2.7278140977199653e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7567287990053888e-10,5.926770541505672e-09
b0072,1.7567287990053888e-10,5.926770541505672e-09
b0073,1.7567287990053888e-10,2.507267466994847e-09
b0074,1.7567287990053888e-10,1.5545612240154839e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.303389889775202e-09,2.1266085881608953e-07
b0099,6.303389889775202e-09,1.1648221815033697e-10
b0103,2.1769498215554206e-12,7.344492832380053e-11
b0104,0.0,0.0
b0109,3.7593015717825614e-08,1.2682958134967371e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.532015098737748e-09,2.5411164905276813e-07
b0115,7.532015098737748e-09,2.5411164905276813e-07
b0116,4.118075297170079e-09,1.3893372370731523e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,0.0
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.149206431734549e-12,1.0624647309984281e-10
b0133,3.278047133016669e-12,6.796048193030705e-11
b0134,3.278047133016669e-12,1.1059324121418199e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.2588204301578678e-14,7.620704113002792e-13
b0155,0.0,0.0
b0156,6.471541265486549e-14,2.1833387232075747e-12
b0158,1.9638913210549154e-13,0.0
b0159,1.9638913210549154e-13,6.625685896956271e-12
b0160,0.0,0.0
b0166,1.0110827867139527e-10,3.411144440002623e-09
b0168,1.1122031979564497e-13,3.7522998163112985e-12
b0169,1.283589555057995e-07,4.330515197684057e-06
b0170,1.283589555057995e-07,2.6159691598304176e-07
b0171,0.0,0.0
b0172,1.888193885511209e-12,6.370301382680662e-11
b0173,4.0082453232474734e-08,1.352283307383642e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.017247282799113e-11,6.80569577808206e-10
b0177,2.0367722930625386e-10,6.871568356545729e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965327e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.2805389439672431e-15,4.320223186784882e-14
b0194,5.827118200087086e-10,1.9659262436923118e-08
b0197,0.0,0.0
b0198,0.0,0.0
b0199,0.0,0.0
b0200,0.0,0.0
b0201,1.3939242616170454e-06,
b0202,1.3939242616170454e-06,
