,TranscriptionFlux,TranslationFlux
b0002,1.6023667546272143e-08,0.0
b0003,1.6023667546272143e-08,5.405991000653874e-07
b0004,1.6023667546272143e-08,1.2552825839708418e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.8385200916731203e-13,3.101357114844319e-12
b0015,1.8385200916731203e-13,6.202714229688638e-12
b0019,0.0,0.0
b0023,1.283589554736604e-07,4.330515196599763e-06
b0025,1.6682017443816218e-11,5.628102050519776e-10
b0026,4.702488846067907e-10,1.586503982880785e-08
b0027,4.702488846067907e-10,1.5373443988125223e-10
b0029,4.702488846067907e-10,2.6711062204843513e-10
b0030,0.0,0.0
b0031,3.4411270324699488e-09,1.1609515559355935e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0367727246291288e-10,0.0
b0051,2.0367727246291288e-10,3.701295039828858e-12
b0052,2.0367727246291288e-10,2.5203509802039543e-09
b0053,2.0367727246291288e-10,6.871569812545173e-09
b0058,8.085397500886272e-14,2.727814091267103e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7567287861584462e-10,5.92677049816325e-09
b0072,1.7567287861584462e-10,5.92677049816325e-09
b0073,1.7567287861584462e-10,2.5072674486592215e-09
b0074,1.7567287861584462e-10,1.554561212646991e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.303390000108108e-09,2.1266086253845022e-07
b0099,6.303390000108108e-09,1.1648221815033697e-10
b0103,2.176949821555421e-12,7.344492832380054e-11
b0104,0.0,0.0
b0109,3.7593015717891623e-08,1.268295813498964e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.532014047888762e-09,2.5411161359971004e-07
b0115,7.532014047888762e-09,2.5411161359971004e-07
b0116,4.118074684099582e-09,1.3893370302382577e-07
b0118,0.0,0.0
b0120,0.0,0.0
b0121,0.0,0.0
b0123,0.0,0.0
b0124,0.0,0.0
b0125,0.0,0.0
b0126,0.0,0.0
b0131,3.1492064317345495e-12,1.0624647309984283e-10
b0133,3.2780471330166695e-12,6.796048193030705e-11
b0134,3.2780471330166695e-12,1.1059324121418201e-10
b0142,2.989636006146904e-12,1.0086295972997131e-10
b0149,0.0,0.0
b0150,0.0,0.0
b0151,0.0,0.0
b0152,0.0,0.0
b0153,0.0,0.0
b0154,2.258819578763565e-14,7.620701240607989e-13
b0155,0.0,0.0
b0156,1.2984944606704215e-13,4.3808006803138556e-12
b0158,1.9638913208910818e-13,0.0
b0159,1.9638913208910818e-13,6.625685896403536e-12
b0160,0.0,0.0
b0166,1.011082791860712e-10,3.4111444573665223e-09
b0168,1.1122031846769848e-13,3.752299771509653e-12
b0169,1.283589554736604e-07,4.330515196599763e-06
b0170,1.283589554736604e-07,2.6159691591504e-07
b0171,0.0,0.0
b0172,1.8881938895871375e-12,6.370301396431842e-11
b0173,4.008245321584251e-08,1.3522833068225117e-06
b0174,2.0797377355918115e-13,7.016523183511293e-12
b0175,2.0172472828162824e-11,6.805695778139987e-10
b0177,2.036772724629129e-10,6.871569812545173e-09
b0179,3.856944972021524e-09,1.3012382932031313e-07
b0180,2.29459838406777e-09,2.4725967616965327e-14
b0181,2.29459838406777e-09,7.741410122597791e-08
b0182,8.816137704131401e-11,2.9743478483580753e-09
b0185,4.6493820464136113e-10,1.568587055924107e-08
b0186,0.0,0.0
b0188,1.2805389700720874e-15,4.3202232748562006e-14
b0194,5.827118205863588e-10,1.965926245641161e-08
b0197,0.0,0.0
b0198,0.0,0.0
b0199,0.0,0.0
b0200,0.0,0.0
b0201,1.3939242644925836e-06,
b0202,1.3939242644925836e-06,
b0203,1.3939242644925836e-06,
b0204,1.3939242644925836e-06,
b0205,1.3939242644925836e-06,
b0206,0.0,
b0207,0.0,0.0
b0212,0.0,0.0
b0216,0.0,
b0221,1.5836232808678331e-09,5.342755133976286e-08
b0222,0.0,0.0
b0237,0.0,0.0
b0238,8.198650438216822e-10,2.7660228445527393e-08
b0241,0.0,0.0
