,TranscriptionFlux,TranslationFlux
b0002,1.6023910019744963e-08,0.0
b0003,1.6023910019744963e-08,5.406072805235015e-07
b0004,1.6023910019744963e-08,1.255301579168204e-09
b0007,0.0,0.0
b0008,0.0,0.0
b0009,0.0,0.0
b0014,1.854164993305016e-13,3.127748138367464e-12
b0015,1.854164993305016e-13,6.255496276734928e-12
b0019,0.0,0.0
b0023,1.2835960468374388e-07,4.3305370993499215e-06
b0025,1.651319981885894e-11,5.571147139377531e-10
b0026,4.702622739148956e-10,1.586549155110495e-08
b0027,4.702622739148956e-10,1.5373435694857048e-10
b0029,4.702622739148956e-10,2.6710842012013316e-10
b0030,0.0,0.0
b0031,3.4418579456881413e-09,1.1611981480636689e-07
b0032,0.0,0.0
b0033,0.0,0.0
b0036,0.0,0.0
b0037,0.0,0.0
b0038,0.0,0.0
b0040,0.0,0.0
b0047,0.0,0.0
b0048,2.1538946061809602e-10,7.266710210846904e-09
b0049,2.0223928606438565e-10,0.0
b0051,2.0223928606438565e-10,3.701313760128139e-12
b0052,2.0223928606438565e-10,2.5204936986603125e-09
b0053,2.0223928606438565e-10,6.823055691124142e-09
b0058,8.085132681029029e-14,2.7277247475659236e-12
b0061,0.0,0.0
b0062,0.0,0.0
b0063,0.0,0.0
b0066,0.0,0.0
b0067,0.0,0.0
b0068,0.0,0.0
b0070,0.0,0.0
b0071,1.7565873643197234e-10,5.926293375690993e-09
b0072,1.7565873643197234e-10,5.926293375690993e-09
b0073,1.7565873643197234e-10,2.5070656062487407e-09
b0074,1.7565873643197234e-10,1.5544360658930744e-09
b0077,0.0,0.0
b0078,0.0,0.0
b0082,0.0,0.0
b0084,3.295468281136415e-09,8.120407879608565e-10
b0085,3.295468281136415e-09,3.649496113209137e-08
b0086,3.295468281136415e-09,1.1110483804241774e-08
b0087,3.295468281136415e-09,4.8167680361394045e-11
b0088,3.295468281136415e-09,1.1118098786883793e-07
b0090,3.295468281136415e-09,1.1890798086938233e-08
b0091,3.295468281136415e-09,4.9682548859608406e-08
b0092,3.295468281136415e-09,0.0
b0096,3.295468281136415e-09,1.0259835332473553e-08
b0098,6.299710500808059e-09,2.125367252893121e-07
b0099,6.299710500808059e-09,1.1648221815033697e-10
b0103,2.176949821522882e-12,7.344492832270276e-11
b0104,0.0,0.0
b0109,3.759300957038448e-08,1.2682956060972057e-06
b0110,0.0,0.0
b0112,0.0,0.0
b0114,7.311497314281351e-09,2.4667192181920633e-07
b0115,7.311497314281351e-09,2.4667192181920633e-07
